t,Dt,Pt,TCAP
t2145,5805.661978,1.853744053,1500
t2146,5999.46899,1.462467618,1500
t2147,5084.435058,1.338073173,1500
t2148,5735.223518,1.596148838,1500
t2149,7271.407702,1.278207521,1500
t2150,5912.088554,1.955594571,1500
t2151,6619.050298,1.884045908,1500
t2152,6439.712406,1.899907256,1500
t2153,6134.407884,1.714738804,1500
t2154,6139.694797,2.253484361,1500
t2155,6595.978119,1.801086343,1500
t2156,6569.057132,1.520415674,1500
t2157,6372.661263,1.609856331,1500
t2158,5806.037276,1.418406103,1500
t2159,6169.756722,2.017433966,1500
t2160,5946.60303,2.697771288,1500
t2161,5758.090177,2.7029742,1500
t2162,6238.891397,1.841823424,1500
t2163,6797.934126,2.095611685,1500
t2164,6285.22911,1.349750162,1500
t2165,5700.445622,2.371985213,1500
t2166,6176.308936,2.307403767,1500
t2167,5809.487312,1.444717846,1500
t2168,6345.341482,1.176812065,1500
t2169,6489.375959,2.127020626,1500
t2170,6082.510864,1.641060405,1500
t2171,6133.198828,2.121137524,1500
t2172,6381.311821,2.243395149,1500
t2173,6433.024643,2.117204505,1500
t2174,5937.030531,1.774868109,1500
t2175,6339.449243,1.506765121,1500
t2176,6375.7877,1.112493838,1500
t2177,6322.449054,1.739739592,1500
t2178,6719.069987,1.88577091,1500
t2179,6155.032729,2.15956454,1500
t2180,5891.648897,0.757641214,1500
t2181,5228.852713,0.968015506,1500
t2182,6701.739456,1.993542642,1500
t2183,5880.530473,1.331772216,1500
t2184,5458.943891,1.555188646,1500
t2185,6943.33652,1.323886904,1500
t2186,6320.882992,1.712471529,1500
t2187,5781.757991,1.305100664,1500
t2188,6546.483747,1.482800766,1500
t2189,4754.042045,1.295118566,1500
t2190,5964.101618,1.623649017,1500
t2191,5673.452784,2.707725704,1500
t2192,5521.345939,2.109397375,1500
t2193,5932.555396,1.263397018,1500
t2194,4836.181458,1.723756861,1500
t2195,6414.874035,2.039303044,1500
t2196,6654.108688,1.658431924,1500
t2197,5982.17698,1.451993613,1500
t2198,6163.694405,1.596163396,1500
t2199,4678.019921,1.627090087,1500
t2200,6854.699833,2.070597454,1500
t2201,5466.114934,2.006039254,1500
t2202,6294.334331,1.810688654,1500
t2203,5715.038206,0.974847383,1500
t2204,6554.394136,2.427910908,1500
t2205,4963.350016,2.317370953,1500
t2206,6568.871157,1.258422031,1500
t2207,7174.601997,1.735814355,1500
t2208,6279.06408,1.562835358,1500
t2209,6457.546639,1.682097414,1500
t2210,4759.800296,1.727280144,1500
t2211,5660.525771,2.159858473,1500
t2212,6397.810406,1.954222288,1500
t2213,6743.831364,1.991822284,1500
t2214,5735.443361,1.545069251,1500
t2215,7121.136616,1.911576092,1500
t2216,5333.844225,1.271590896,1500
t2217,6166.182496,1.603398897,1500
t2218,6526.472791,2.257466034,1500
t2219,6324.557203,2.544545323,1500
t2220,6410.064543,2.15082303,1500
t2221,5327.315293,1.633705846,1500
t2222,5821.216095,1.446025036,1500
t2223,6099.518116,1.895469899,1500
t2224,6426.562636,0.83164506,1500
t2225,5607.553065,2.439709663,1500
t2226,6608.44245,2.163902851,1500
t2227,5555.446478,1.897974765,1500
t2228,6303.688223,1.789498052,1500
t2229,6278.887616,1.656728762,1500
t2230,5385.610182,1.408922534,1500
t2231,7128.013377,1.593228512,1500
t2232,5767.28147,1.923663852,1500
t2233,5655.119425,1.623006832,1500
t2234,5375.805106,1.633970144,1500
t2235,5693.453884,1.559576423,1500
t2236,6434.976324,2.074018329,1500
t2237,6482.62259,2.390905383,1500
t2238,5590.739474,1.87228276,1500
t2239,5936.174125,2.236630251,1500
t2240,5810.730838,1.875839746,1500
t2241,6564.756318,1.657035865,1500
t2242,5545.240918,1.929789567,1500
t2243,7317.256669,1.805389287,1500
t2244,5253.60599,1.521273289,1500
t2245,6016.049952,2.332695949,1500
t2246,6154.842613,2.305157859,1500
t2247,6185.484171,1.718185584,1500
t2248,5737.43099,2.478476099,1500
t2249,6206.861379,2.068673135,1500
t2250,5744.682587,1.73861855,1500
t2251,6441.031734,1.461583356,1500
t2252,5898.539941,2.038054179,1500
t2253,6482.185872,2.584768625,1500
t2254,5891.630356,2.181715516,1500
t2255,5621.833654,2.113817052,1500
t2256,5718.284712,2.12028609,1500
t2257,6904.046674,1.928443088,1500
t2258,6622.446675,1.436621588,1500
t2259,5904.902645,2.056895271,1500
t2260,5788.174445,1.787303869,1500
t2261,5959.687974,1.951884596,1500
t2262,6313.918196,1.775785682,1500
t2263,6376.034853,2.020912053,1500
t2264,5594.212896,2.3328717,1500
t2265,5557.645463,1.535729042,1500
t2266,6764.848596,1.816213652,1500
t2267,6426.823383,1.878773357,1500
t2268,5196.252085,2.534176812,1500
t2269,6620.895798,1.50328753,1500
t2270,6182.462606,1.52413401,1500
t2271,5538.130225,1.812723166,1500
t2272,5599.500957,1.659289213,1500
t2273,6127.480877,1.682738598,1500
t2274,6116.781017,1.440685829,1500
t2275,5870.554107,1.858439157,1500
t2276,5356.401983,1.644517742,1500
t2277,6255.503645,2.227386161,1500
t2278,6475.340118,2.098611171,1500
t2279,5454.98337,2.074263821,1500
t2280,5748.6616,1.506542548,1500
t2281,6061.44599,1.505735672,1500
t2282,6358.393516,1.241479542,1500
t2283,6050.052677,1.859927941,1500
t2284,5817.316548,2.767368773,1500
t2285,6318.157361,0.766926175,1500
t2286,6149.954796,1.963318219,1500
t2287,4697.568694,1.432039737,1500
t2288,5767.428313,1.688462472,1500
t2289,6013.144426,1.604283869,1500
t2290,5251.783958,2.055993128,1500
t2291,6455.779962,1.604320142,1500
t2292,4894.065701,1.696998371,1500
t2293,5591.590645,1.840931742,1500
t2294,6040.584364,2.140699032,1500
t2295,6264.311777,1.699603582,1500
t2296,6369.61764,0.932671251,1500
t2297,5760.977757,1.729727682,1500
t2298,6123.613592,2.022077516,1500
t2299,6148.004872,1.907270505,1500
t2300,5873.911378,1.405106799,1500
t2301,5544.630755,1.353379386,1500
t2302,6313.185344,1.441137434,1500
t2303,6044.930615,2.019317036,1500
t2304,5975.873357,1.992081136,1500
t2305,6086.666261,1.640020463,1500
t2306,5436.92882,2.220209693,1500
t2307,6336.25476,1.82455223,1500
t2308,5519.656202,1.163648612,1500
t2309,5814.758041,1.627297712,1500
t2310,6215.760839,1.526313828,1500
t2311,5991.507008,2.353788571,1500
t2312,5239.2376,1.652923238,1500
t2313,6153.700494,2.173746935,1500
t2314,6096.235654,1.793793512,1500
t2315,5614.989384,1.89291209,1500
t2316,6033.608214,1.367827913,1500
t2317,5424.267986,1.388033806,1500
t2318,6149.156052,1.827360295,1500
t2319,5142.806774,1.623588255,1500
t2320,5337.627111,1.340980474,1500
t2321,5327.40421,2.287825629,1500
t2322,6280.348809,1.25800675,1500
t2323,6412.746862,1.580603047,1500
t2324,6126.626849,1.44260889,1500
t2325,5678.386507,2.282411425,1500
t2326,6712.078267,1.575892855,1500
t2327,5488.822735,1.557300719,1500
t2328,6422.259267,1.68261171,1500
t2329,6037.411988,1.700990841,1500
t2330,6117.610308,1.532544864,1500
t2331,6338.706755,1.885717838,1500
t2332,4656.071092,1.918604859,1500
t2333,7042.398421,1.814539478,1500
t2334,5458.443359,1.511179426,1500
t2335,6402.288749,1.533287118,1500
t2336,6063.514653,1.48556469,1500
t2337,6215.309352,1.833132562,1500
t2338,6340.490606,1.537504321,1500
t2339,6491.794175,1.533994115,1500
t2340,6272.426854,1.567001298,1500
t2341,6091.114597,1.068726365,1500
t2342,5847.566809,1.143628667,1500
t2343,6502.956667,1.844164985,1500
t2344,5698.172937,1.794174837,1500
t2345,5415.731559,2.186550586,1500
t2346,7078.398613,1.480670221,1500
t2347,5557.784884,1.417821286,1500
t2348,6153.825118,2.248696848,1500
t2349,5522.660398,1.645583539,1500
t2350,6034.996545,2.197996699,1500
t2351,5676.911572,2.436048087,1500
t2352,6246.141265,1.569262793,1500
t2353,5581.635238,2.22571321,1500
t2354,6412.706836,2.11319433,1500
t2355,6620.139311,1.179024028,1500
t2356,5740.602222,2.09130745,1500
t2357,6406.172264,1.277775514,1500
t2358,6079.236412,1.669289704,1500
t2359,6646.52011,2.557928308,1500
t2360,5887.61299,1.670159068,1500
t2361,5732.141928,1.658500623,1500
t2362,5428.028699,2.14554078,1500
t2363,6186.512138,1.703825087,1500
t2364,5028.643472,1.991624837,1500
t2365,5988.395194,2.034203925,1500
t2366,5438.575683,1.459312418,1500
t2367,6170.736677,1.690787753,1500
t2368,6516.328205,1.314793288,1500
t2369,6294.974665,2.385778348,1500
t2370,6255.817283,1.801213974,1500
t2371,5183.399068,2.350146971,1500
t2372,6601.376048,1.530050286,1500
t2373,5703.22032,1.614113955,1500
t2374,5954.982393,2.15589542,1500
t2375,6374.590886,1.586766155,1500
t2376,5093.278122,2.644787334,1500
t2377,6092.134454,1.769655887,1500
t2378,5225.644405,1.576219229,1500
t2379,6399.043882,2.001127111,1500
t2380,5826.513506,2.00816943,1500
t2381,6016.406801,1.88233723,1500
t2382,6466.191665,2.340812275,1500
t2383,5537.941843,1.678382733,1500
t2384,5826.652795,2.042130625,1500
t2385,5953.061964,2.191341019,1500
t2386,5599.792372,2.008692555,1500
t2387,5147.21486,1.974151143,1500
t2388,5933.211181,1.442683773,1500
t2389,5823.489162,1.776024588,1500
t2390,6327.313234,1.808984764,1500
t2391,6580.512811,1.806972988,1500
t2392,5067.349185,1.731656569,1500
t2393,6135.154673,2.095246817,1500
t2394,6723.281929,1.909464113,1500
t2395,5294.119476,2.039186315,1500
t2396,5964.235077,2.370780668,1500
t2397,5890.199306,2.100183138,1500
t2398,5803.472353,1.520571018,1500
t2399,5056.439563,1.925439726,1500
t2400,5824.112402,2.196209218,1500
t2401,5824.626464,1.941744914,1500
t2402,6991.26973,2.047899969,1500
t2403,4982.54874,1.651191983,1500
t2404,6488.070294,2.612923885,1500
t2405,6727.313332,1.79470104,1500
t2406,5535.083144,1.940629707,1500
t2407,5213.272609,1.873201377,1500
t2408,5943.677899,2.05774934,1500
t2409,5157.158223,2.223385751,1500
t2410,6291.02903,2.39971757,1500
t2411,5381.01927,2.097417577,1500
t2412,6015.97008,1.790076547,1500
t2413,6615.782853,2.225714674,1500
t2414,5219.549149,1.049382224,1500
t2415,5877.639614,1.116770392,1500
t2416,5955.482171,2.265597983,1500
t2417,5914.572278,2.069356918,1500
t2418,5891.929945,1.245522842,1500
t2419,5221.560219,1.995261821,1500
t2420,5961.599543,2.09537373,1500
t2421,6905.048634,1.42983356,1500
t2422,5476.958447,1.342826267,1500
t2423,6832.295579,2.071575134,1500
t2424,5608.111142,1.805199351,1500
t2425,6341.279297,2.092141931,1500
t2426,5898.845121,1.943053828,1500
t2427,6143.989565,1.589706218,1500
t2428,5712.236033,1.830879865,1500
t2429,7024.944468,1.720678596,1500
t2430,6018.391269,1.363695264,1500
t2431,6731.562327,1.715699674,1500
t2432,5622.772124,1.892257262,1500
t2433,5604.937316,1.906276535,1500
t2434,5795.572393,2.064725037,1500
t2435,6389.807291,1.71511056,1500
t2436,5265.224114,1.487119902,1500
t2437,6968.515967,1.786494955,1500
t2438,6563.79113,1.735983529,1500
t2439,6112.876083,1.438044324,1500
t2440,5868.88374,0.841817507,1500
t2441,6058.93801,0.767156417,1500
t2442,5679.683918,2.093339225,1500
t2443,5557.360743,2.02447462,1500
t2444,5251.861901,2.023091356,1500
t2445,5039.394129,1.78007539,1500
t2446,6081.136905,1.790157976,1500
t2447,6078.895607,1.797162716,1500
t2448,5219.80557,2.076592879,1500
t2449,6927.715413,2.579153551,1500
t2450,6574.043992,1.812418475,1500
t2451,5834.753108,1.833038752,1500
t2452,5793.87013,1.255256609,1500
t2453,5606.709425,1.33157205,1500
t2454,5091.009562,1.846959779,1500
t2455,5750.343016,1.979767681,1500
t2456,5381.231933,2.06246043,1500
t2457,6121.554544,2.211164525,1500
t2458,6665.799114,2.270920059,1500
t2459,6335.564401,1.629554016,1500
t2460,5055.90662,2.190702741,1500
t2461,5989.677609,1.753141989,1500
t2462,6097.468264,1.668948799,1500
t2463,6433.184169,1.945877375,1500
t2464,6488.643386,1.76868007,1500
t2465,6483.748854,1.685519948,1500
t2466,6966.859256,2.31162748,1500
t2467,6603.365012,1.541146102,1500
t2468,6214.40212,2.055787392,1500
t2469,6056.217074,1.677257806,1500
t2470,5806.663221,2.072025358,1500
t2471,5744.328307,2.39293833,1500
t2472,5642.828566,1.573520552,1500
t2473,5338.389744,1.253814535,1500
t2474,5463.405892,2.159454739,1500
t2475,4895.882991,1.69026442,1500
t2476,6365.160524,1.346767916,1500
t2477,5166.752311,1.903296703,1500
t2478,6020.790661,1.954354968,1500
t2479,6214.304422,1.953694872,1500
t2480,6410.986516,1.834719839,1500
t2481,6044.192818,1.392060243,1500
t2482,6564.388254,1.767022466,1500
t2483,6859.724652,1.801791738,1500
t2484,6278.157512,1.971458135,1500
t2485,5244.156858,1.410642441,1500
t2486,5476.914838,2.640201315,1500
t2487,5914.462301,2.004203111,1500
t2488,5799.399858,2.014175925,1500
t2489,5081.282369,0.993433734,1500
t2490,6418.225387,1.828761472,1500
t2491,5732.803447,1.076773077,1500
t2492,5315.449322,1.796345764,1500
t2493,6003.355202,1.990965939,1500
t2494,6547.09688,1.834180384,1500
t2495,6773.720538,2.137314393,1500
t2496,6085.757758,1.80060527,1500
t2497,6089.022602,2.425848384,1500
t2498,5738.444512,1.380462186,1500
t2499,6093.945768,1.996168586,1500
t2500,6485.184499,1.813612409,1500
t2501,5954.672588,0.742444073,1500
t2502,5697.780446,2.055655963,1500
t2503,5049.90499,2.304444423,1500
t2504,7303.913403,1.488155071,1500
t2505,5822.255571,1.509390256,1500
t2506,6587.402482,1.792566473,1500
t2507,6336.841035,2.536529676,1500
t2508,5836.578576,1.622039942,1500
t2509,6254.884673,1.834732471,1500
t2510,6017.103152,2.191006897,1500
t2511,7079.236727,2.299298702,1500
t2512,5882.902264,1.381284086,1500
t2513,5129.261953,1.212167639,1500
t2514,5957.478508,1.804014467,1500
t2515,5779.054209,1.795253062,1500
t2516,6325.978551,1.090553792,1500
t2517,6477.666493,1.958480474,1500
t2518,5357.977433,1.425463296,1500
t2519,6030.1974,1.468902594,1500
t2520,5282.820031,1.62643693,1500
t2521,5886.634647,1.765640288,1500
t2522,6849.371612,2.384112559,1500
t2523,5751.560146,1.371464311,1500
t2524,5583.268122,1.453780997,1500
t2525,6540.269886,1.924776485,1500
t2526,6316.125413,1.423823547,1500
t2527,6502.595939,1.988128475,1500
t2528,5322.009165,1.519377103,1500
t2529,6075.288314,1.949542813,1500
t2530,6277.778253,1.680711418,1500
t2531,6292.367522,1.589090985,1500
t2532,6700.729258,2.324629876,1500
t2533,5592.663476,1.779606641,1500
t2534,6107.14013,1.883079328,1500
t2535,6113.495816,1.311854038,1500
t2536,5535.03042,2.142082209,1500
t2537,5847.078831,1.831171796,1500
t2538,6199.807218,1.59611114,1500
t2539,5770.649522,2.144770853,1500
t2540,5596.012091,2.178266766,1500
t2541,5578.3658,2.372892579,1500
t2542,5657.027489,1.09313923,1500
t2543,6005.653507,1.797257906,1500
t2544,6099.649483,1.316620737,1500
t2545,5427.903697,1.334340644,1500
t2546,6027.957721,1.630705344,1500
t2547,6431.443881,2.133512049,1500
t2548,6384.322545,1.677691079,1500
t2549,5291.334622,2.554680783,1500
t2550,7000.921404,1.639277952,1500
t2551,5062.785244,1.6475568,1500
t2552,5319.211358,2.43958613,1500
t2553,5464.481623,2.079380393,1500
t2554,6180.22027,1.536801023,1500
t2555,6209.024835,1.817351427,1500
t2556,6441.231122,1.687683323,1500
t2557,6011.693732,1.847162791,1500
t2558,5709.388476,1.822561279,1500
t2559,6122.154382,2.125411524,1500
t2560,5174.630083,2.110847322,1500
t2561,5636.095011,1.309281832,1500
t2562,5829.625955,1.82814068,1500
t2563,5034.129563,1.169460584,1500
t2564,5735.23168,2.507507511,1500
t2565,5750.813829,1.981302104,1500
t2566,6120.133981,1.756171898,1500
t2567,5259.105636,1.921319668,1500
t2568,6397.37359,1.452235618,1500
t2569,5772.894327,1.896470404,1500
t2570,6477.035178,1.997338172,1500
t2571,5829.658649,1.786537962,1500
t2572,6125.174031,1.592920314,1500
t2573,7013.458081,2.24281992,1500
t2574,6296.697281,1.796980853,1500
t2575,5512.350488,1.992798545,1500
t2576,5621.96,1.452281314,1500
t2577,4958.256247,1.563430599,1500
t2578,4834.723013,2.18798975,1500
t2579,6740.947048,1.319875711,1500
t2580,5346.553035,1.805942139,1500
t2581,6353.962694,2.074543022,1500
t2582,6203.147347,1.221928079,1500
t2583,5682.295637,1.313957907,1500
t2584,5548.006701,1.754862837,1500
t2585,6128.264755,2.478242284,1500
t2586,5870.094271,1.367545308,1500
t2587,5213.425927,1.554874779,1500
t2588,5348.325152,1.869791841,1500
t2589,5260.320295,2.173866106,1500
t2590,5754.110304,2.131246,1500
t2591,5963.049074,1.124854559,1500
t2592,6179.711732,1.963818504,1500
t2593,6020.327558,1.052870489,1500
t2594,6283.777267,2.168439579,1500
t2595,5228.767893,1.894621558,1500
t2596,5449.506665,1.491613484,1500
t2597,5940.235898,2.33291416,1500
t2598,6802.433884,1.52228241,1500
t2599,5702.132219,2.212436533,1500
t2600,6805.319321,1.551910428,1500
t2601,6036.141874,1.524659965,1500
t2602,5994.7631,1.869976207,1500
t2603,5129.074133,2.097884463,1500
t2604,6226.159152,1.843800125,1500
t2605,5837.44855,1.601259447,1500
t2606,5328.981153,1.261811446,1500
t2607,5399.775713,1.17520779,1500
t2608,5255.262564,1.996883816,1500
t2609,5674.886059,1.149376421,1500
t2610,5344.344508,2.035779446,1500
t2611,6335.92479,1.386118143,1500
t2612,5461.502413,1.93541081,1500
t2613,6788.032813,2.154905752,1500
t2614,6636.656797,1.367896096,1500
t2615,6839.280546,1.529939577,1500
t2616,5700.638393,1.458301305,1500
t2617,6326.976693,1.435263245,1500
t2618,5949.566324,1.091011807,1500
t2619,5471.661915,2.290317616,1500
t2620,5422.524497,2.004914399,1500
t2621,5266.545655,1.738799456,1500
t2622,5061.223414,2.277385095,1500
t2623,5246.474355,1.412381652,1500
t2624,6031.632281,2.057945286,1500
t2625,4599.047247,1.82915522,1500
t2626,5669.158772,1.706125098,1500
t2627,6820.797427,2.330370706,1500
t2628,5775.162789,2.285842545,1500
t2629,6094.316163,1.287468312,1500
t2630,5368.872999,1.47365398,1500
t2631,6604.025756,2.238941444,1500
t2632,5076.481692,1.479793889,1500
t2633,6495.865813,1.865149117,1500
t2634,5709.272399,1.733492371,1500
t2635,5665.154075,1.512154064,1500
t2636,6028.637395,1.506500121,1500
t2637,5340.470552,1.543662792,1500
t2638,6214.790117,1.522039133,1500
t2639,6626.911609,1.74703344,1500
t2640,5949.610938,2.00507773,1500
t2641,6578.665201,1.813320292,1500
t2642,5781.853995,2.282117342,1500
t2643,5567.751848,1.615465991,1500
t2644,5862.123234,1.848640052,1500
t2645,5638.602092,2.075090035,1500
t2646,6405.946198,1.721435087,1500
t2647,5856.365558,1.725018617,1500
t2648,5616.074571,1.200750312,1500
t2649,5436.608801,2.019201866,1500
t2650,6098.582586,1.824809934,1500
t2651,5914.407063,1.560660989,1500
t2652,6229.490173,1.291646913,1500
t2653,6138.93701,1.599048401,1500
t2654,5498.27574,2.507720024,1500
t2655,6448.127434,1.628494111,1500
t2656,6427.131096,1.049756831,1500
t2657,5627.958379,1.790324316,1500
t2658,6439.592765,1.602726323,1500
t2659,5321.000435,2.176756987,1500
t2660,5401.150332,1.880168551,1500
t2661,5275.988914,1.869823332,1500
t2662,6396.243035,2.36657883,1500
t2663,6264.258348,2.049526089,1500
t2664,6336.842145,2.049238904,1500
t2665,6425.570578,1.952675572,1500
t2666,6170.680645,1.669438902,1500
t2667,6668.500412,1.396329269,1500
t2668,5684.136848,1.999253737,1500
t2669,5701.941406,1.703917614,1500
t2670,5083.429046,1.516502732,1500
t2671,6840.108714,1.954506825,1500
t2672,6335.357668,1.462362101,1500
t2673,6223.498645,1.485740015,1500
t2674,6545.748772,1.86472316,1500
t2675,6368.29228,1.027434638,1500
t2676,5991.26886,1.798080983,1500
t2677,5690.711948,1.713069751,1500
t2678,6662.875812,1.721395213,1500
t2679,5926.637586,1.250891444,1500
t2680,5953.435566,2.180990008,1500
t2681,5159.984971,2.024274131,1500
t2682,5937.286519,2.360040034,1500
t2683,5401.370325,1.740930562,1500
t2684,4656.856752,1.980205389,1500
t2685,5850.490536,1.335415525,1500
t2686,6467.762572,1.794731993,1500
t2687,4622.98075,1.951659643,1500
t2688,5731.981769,1.784597776,1500
t2689,6290.177349,1.793196174,1500
t2690,6180.059999,2.261362655,1500
t2691,6341.746988,1.726989078,1500
t2692,5977.742441,1.43358525,1500
t2693,5937.717305,2.08906832,1500
t2694,6165.489521,2.118461724,1500
t2695,6743.424412,1.722580354,1500
t2696,5562.227579,2.058454474,1500
t2697,5859.02099,1.168272766,1500
t2698,5845.628399,2.31413526,1500
t2699,6070.515913,2.376540168,1500
t2700,4905.363662,1.622781616,1500
t2701,5835.588145,1.927128236,1500
t2702,6284.938542,1.267366812,1500
t2703,6444.786817,1.371538089,1500
t2704,5855.356758,2.015156878,1500
t2705,6245.522421,1.743009181,1500
t2706,5381.054349,1.904333701,1500
t2707,6612.31675,1.589708604,1500
t2708,6931.616476,2.264373231,1500
t2709,6080.5785,1.113684737,1500
t2710,6557.284472,1.596860768,1500
t2711,6338.712685,2.039533596,1500
t2712,6192.385936,2.477084158,1500
t2713,4687.616175,1.42638557,1500
t2714,6263.500502,1.776545359,1500
t2715,5148.736911,1.620214507,1500
t2716,7116.790063,1.877476601,1500
t2717,6006.64635,1.52777896,1500
t2718,6222.27938,1.651697286,1500
t2719,6170.093239,2.557570282,1500
t2720,6453.941998,2.242992195,1500
t2721,5820.080514,1.646396197,1500
t2722,7071.419438,1.606712175,1500
t2723,7341.197929,1.574094596,1500
t2724,6244.711415,1.624555102,1500
t2725,6356.751987,1.775862204,1500
t2726,6013.28316,1.862498799,1500
t2727,6209.269564,1.667275232,1500
t2728,6888.050158,1.614989277,1500
t2729,5287.071211,1.748187815,1500
t2730,6719.191837,1.855846679,1500
t2731,5698.141522,1.504411028,1500
t2732,5439.128174,1.311505496,1500
t2733,5944.579156,1.554968281,1500
t2734,5779.265619,1.724216198,1500
t2735,6217.252807,1.509954397,1500
t2736,5868.190782,1.887719345,1500
t2737,5753.105651,1.607969338,1500
t2738,5712.526184,2.02991998,1500
t2739,6202.542412,1.62162823,1500
t2740,6000.386856,2.186155652,1500
t2741,6596.320077,1.664793321,1500
t2742,6053.936105,2.210229725,1500
t2743,5301.335184,1.168259061,1500
t2744,5762.46079,1.910083517,1500
t2745,5166.623564,2.059277296,1500
t2746,5670.970804,1.230568637,1500
t2747,5706.2755,2.232301773,1500
t2748,5472.46723,1.6891602,1500
t2749,6443.052197,1.214313264,1500
t2750,6712.626106,2.17654071,1500
t2751,5308.087682,2.038771939,1500
t2752,6517.899681,1.235880929,1500
t2753,5631.527862,2.447920994,1500
t2754,7065.105988,1.918267471,1500
t2755,6215.191721,1.906926554,1500
t2756,5428.270513,1.411146722,1500
t2757,6235.587409,1.980505055,1500
t2758,6100.993661,1.498519668,1500
t2759,5893.068056,1.453338973,1500
t2760,5262.064985,1.38819032,1500
t2761,5971.734757,1.882599206,1500
t2762,6051.408354,2.103927274,1500
t2763,6856.765064,1.775975579,1500
t2764,6115.953448,2.288728942,1500
t2765,5139.743844,1.378003279,1500
t2766,7340.882268,1.751082862,1500
t2767,5449.347283,2.060125427,1500
t2768,5045.127422,1.772913171,1500
t2769,5963.375763,2.17489532,1500
t2770,5869.231464,1.924860282,1500
t2771,5453.095193,0.889730027,1500
t2772,6195.504317,1.527784678,1500
t2773,5817.614316,2.276028967,1500
t2774,5415.121164,1.636923546,1500
t2775,6081.480653,1.99894819,1500
t2776,6653.609253,1.39433297,1500
t2777,6320.04701,1.847471269,1500
t2778,5396.111209,1.623762448,1500
t2779,6553.240032,1.9254772,1500
t2780,5434.723522,1.408578064,1500
t2781,6281.038356,0.746140607,1500
t2782,6134.919223,2.096550507,1500
t2783,5877.569259,2.22867183,1500
t2784,5315.918954,1.904531554,1500
t2785,5037.859243,1.264912381,1500
t2786,5585.444111,2.397938935,1500
t2787,4795.600073,2.14524876,1500
t2788,6118.595897,1.655650889,1500
t2789,6032.722474,2.025708588,1500
t2790,6008.250746,2.303420851,1500
t2791,5696.520623,1.474065419,1500
t2792,5682.956836,2.422703153,1500
t2793,5044.88556,1.987487284,1500
t2794,6233.746938,1.219183497,1500
t2795,5768.800658,1.690927867,1500
t2796,5898.115688,1.825241879,1500
t2797,5363.464438,1.79154801,1500
t2798,5704.190642,2.340104665,1500
t2799,6262.095984,2.112858851,1500
t2800,5550.852039,2.768657452,1500
t2801,5532.997636,1.322208944,1500
t2802,6184.63071,1.358452992,1500
t2803,6458.85935,0.841472903,1500
t2804,6386.550188,2.468106524,1500
t2805,6236.298589,1.619607328,1500
t2806,5828.724157,1.931449683,1500
t2807,6356.217974,1.952934179,1500
t2808,6340.457052,1.681127295,1500
t2809,5694.964572,1.296636601,1500
t2810,5842.746545,2.396155373,1500
t2811,5188.412987,1.437010873,1500
t2812,5340.922795,1.854231733,1500
t2813,6573.7858,2.796434524,1500
t2814,5733.317026,1.435616398,1500
t2815,5819.677247,2.029731982,1500
t2816,5667.126295,1.239583652,1500
t2817,5943.907936,1.405887882,1500
t2818,5714.651265,2.249268117,1500
t2819,6269.217475,2.01588172,1500
t2820,6457.809019,2.087812143,1500
t2821,5606.115624,1.697763959,1500
t2822,6538.586881,1.429520081,1500
t2823,5846.65135,1.717477318,1500
t2824,5854.647584,1.183333644,1500
t2825,6656.566681,1.063647365,1500
t2826,6576.183361,1.634059009,1500
t2827,5738.725575,2.006179986,1500
t2828,6246.542277,2.703260565,1500
t2829,5669.202655,1.802317315,1500
t2830,5739.205965,1.647577793,1500
t2831,6265.344172,1.158340401,1500
t2832,6312.058485,1.843140268,1500
t2833,6346.090223,2.240059333,1500
t2834,6527.427936,1.43537137,1500
t2835,5815.505378,1.851840107,1500
t2836,6399.897543,2.072035018,1500
t2837,6354.413981,1.851221253,1500
t2838,4591.548733,1.97450551,1500
t2839,6599.066238,2.066728091,1500
t2840,6010.415954,2.228860179,1500
t2841,5819.280873,1.817264515,1500
t2842,5546.672488,1.862955102,1500
t2843,5728.68226,1.547523602,1500
t2844,6228.356317,1.731688884,1500
t2845,6078.726966,2.041142481,1500
t2846,6130.963711,2.129230544,1500
t2847,4903.950685,1.587615307,1500
t2848,7006.915471,1.613389589,1500
t2849,6130.693393,1.822272339,1500
t2850,5867.438665,1.614196393,1500
t2851,5430.209169,1.373185276,1500
t2852,6824.330749,2.339520852,1500
t2853,5634.219229,1.401517255,1500
t2854,6525.54734,1.772525884,1500
t2855,6031.0037,1.36324443,1500
t2856,6536.065063,2.140355471,1500
t2857,5973.050466,1.846588476,1500
t2858,6210.567394,2.298069658,1500
t2859,6194.602669,2.020602642,1500
t2860,5707.836044,1.123373225,1500
t2861,5227.041988,2.03349205,1500
t2862,6677.357873,1.825397094,1500
t2863,6294.574188,1.321927285,1500
t2864,5159.736332,2.233671769,1500
t2865,6793.372205,1.736185013,1500
t2866,6573.608921,1.217035558,1500
t2867,5694.84078,1.71226717,1500
t2868,6824.846378,1.707357616,1500
t2869,6654.440976,1.44599732,1500
t2870,6270.551324,1.624447258,1500
t2871,5711.380625,1.739737263,1500
t2872,5774.467799,2.222707075,1500
t2873,6193.272183,1.737906725,1500
t2874,5748.187633,2.155359881,1500
t2875,6655.704244,1.533048617,1500
t2876,6141.47484,1.617792367,1500
t2877,6568.911293,1.163159641,1500
t2878,6373.065796,1.121282698,1500
t2879,5636.372022,2.048625567,1500
t2880,6440.850314,2.444337137,1500
