blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
445A,CLEMENTI AVE 3,40,2020,Y,N,N,N,N,N,CL,192,0,0,0,114,78,0,0,0,0,0,0,0
445A,CHOA CHU KANG AVE 4,5,1996,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
445A,FERNVALE RD,27,2011,Y,N,N,N,N,N,SK,162,0,42,68,52,0,0,0,0,0,0,0,0
445B,BT BATOK WEST AVE 8,21,2017,Y,N,N,N,N,N,BB,160,0,100,0,60,0,0,0,0,0,0,0,0
445B,CLEMENTI AVE 3,40,2020,Y,N,N,N,N,N,CL,193,0,0,0,115,78,0,0,0,0,0,0,0
445B,FERNVALE RD,27,2011,Y,N,N,N,N,N,SK,158,0,40,66,52,0,0,0,0,0,0,0,0
445C,BT BATOK WEST AVE 8,1,2017,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
446,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,23,0,0,23,0,0,0,0,0,0,0,0,0
446,BRIGHT HILL DR,10,1988,Y,N,N,N,N,N,BH,64,0,0,0,44,14,6,0,0,0,0,0,0
446,BT BATOK WEST AVE 8,2,2017,N,Y,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
446,CHOA CHU KANG AVE 4,15,1996,Y,Y,N,Y,N,N,CCK,84,0,0,0,28,56,0,0,0,0,0,0,0
446,CLEMENTI AVE 3,4,1979,Y,Y,N,N,N,N,CL,16,0,0,16,0,0,0,0,0,0,0,0,0
446,FAJAR RD,1,1996,N,N,Y,N,N,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
446,HOUGANG AVE 8,13,1990,Y,Y,N,N,N,N,HG,72,0,0,0,0,0,72,0,0,0,0,0,0
446,JLN KAYU,2,2011,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
446,JURONG WEST ST 42,4,1983,Y,N,N,N,N,N,JW,32,0,0,8,24,0,0,0,0,0,0,0,0
446,PASIR RIS DR 6,11,1989,Y,Y,N,N,N,N,PRC,99,0,0,0,64,35,0,0,0,0,0,0,0
446,TAMPINES ST 42,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
446,YISHUN AVE 11,13,2011,Y,N,N,Y,N,N,YS,84,0,0,24,60,0,0,0,0,0,0,0,0
446A,BT BATOK WEST AVE 8,22,2017,Y,N,N,Y,N,N,BB,167,0,0,0,41,126,0,0,0,0,0,0,0
446A,FAJAR RD,5,1996,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
446A,JLN KAYU,22,2011,Y,N,N,Y,N,N,SK,294,0,0,0,0,0,0,0,0,189,105,0,0
446B,JLN KAYU,26,2011,Y,N,N,Y,N,N,SK,96,0,0,0,96,0,0,0,0,0,0,0,0
446C,JLN KAYU,26,2011,Y,N,N,Y,N,N,SK,96,0,0,0,96,0,0,0,0,0,0,0,0
447,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,20,0,0,20,0,0,0,0,0,0,0,0,0
447,BRIGHT HILL DR,23,1989,Y,N,N,N,N,N,BH,84,0,0,0,0,76,8,0,0,0,0,0,0
447,BT PANJANG RING RD,13,1996,Y,N,N,N,N,N,BP,104,0,0,0,48,56,0,0,0,0,0,0,0
447,BT BATOK WEST AVE 9,2,2017,N,Y,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
447,CHOA CHU KANG AVE 4,15,1996,Y,Y,N,N,N,N,CCK,108,0,0,0,56,52,0,0,0,0,0,0,0
447,CLEMENTI AVE 3,2,1979,N,Y,N,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
447,HOUGANG AVE 10,9,1989,Y,Y,N,N,N,N,HG,48,0,0,0,40,8,0,0,0,0,0,0,0
447,JURONG WEST ST 42,12,1983,Y,N,N,N,N,N,JW,120,0,0,12,108,0,0,0,0,0,0,0,0
447,PASIR RIS DR 6,4,1989,Y,N,N,N,N,N,PRC,8,0,0,0,0,0,8,0,0,0,0,0,0
447,TAMPINES ST 42,4,1984,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
447,YISHUN RING RD,1,2011,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
447A,BT BATOK WEST AVE 9,17,2017,Y,N,N,Y,N,N,BB,432,0,0,0,0,0,0,0,0,208,224,0,0
447A,JLN KAYU,24,2012,Y,Y,N,N,N,N,SK,113,0,50,46,17,0,0,0,0,0,0,0,0
447B,JLN KAYU,24,2012,Y,N,N,Y,N,Y,SK,113,0,50,46,17,0,0,0,0,0,0,0,0
448,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,19,0,0,19,0,0,0,0,0,0,0,0,0
448,BRIGHT HILL DR,12,1988,Y,N,N,Y,N,N,BH,100,0,0,0,74,18,8,0,0,0,0,0,0
448,BT BATOK WEST AVE 9,7,2017,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
448,BT PANJANG RING RD,14,1995,Y,N,N,N,N,N,BP,116,0,0,0,54,62,0,0,0,0,0,0,0
448,CHOA CHU KANG AVE 4,15,1996,Y,N,N,Y,N,N,CCK,77,0,0,0,0,0,77,0,0,0,0,0,0
448,CLEMENTI AVE 3,1,2010,N,N,Y,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
448,HOUGANG AVE 10,13,1989,Y,Y,N,N,N,N,HG,72,0,0,0,72,0,0,0,0,0,0,0,0
448,JURONG WEST ST 42,12,1983,Y,N,N,N,N,N,JW,120,0,0,12,108,0,0,0,0,0,0,0,0
448,PASIR RIS DR 6,11,1989,Y,Y,N,N,N,N,PRC,40,0,0,0,0,0,40,0,0,0,0,0,0
448,SENGKANG WEST WAY,4,2013,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
448,TAMPINES ST 42,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
448,YISHUN RING RD,13,2011,Y,N,N,Y,N,N,YS,132,0,12,24,96,0,0,0,0,0,0,0,0
448A,BRIGHT HILL DR,5,2001,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
448A,BT BATOK WEST AVE 9,20,2017,Y,N,N,N,N,N,BB,171,0,114,57,0,0,0,0,0,0,0,0,0
448A,SENGKANG WEST WAY,26,2013,Y,N,N,N,N,N,SK,143,0,0,49,94,0,0,0,0,0,0,0,0
448B,BT BATOK WEST AVE 9,19,2017,Y,N,N,N,N,N,BB,162,0,108,54,0,0,0,0,0,0,0,0,0
448B,SENGKANG WEST WAY,26,2013,Y,N,N,Y,N,N,SK,138,0,48,90,0,0,0,0,0,0,0,0,0
448C,BT BATOK WEST AVE 9,18,2017,Y,N,N,Y,N,N,BB,187,0,68,51,68,0,0,0,0,0,0,0,0
448D,BT BATOK WEST AVE 9,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
449,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,27,0,0,22,4,1,0,0,0,0,0,0,0
449,BT PANJANG RING RD,14,1995,Y,N,N,N,N,N,BP,122,0,0,0,56,66,0,0,0,0,0,0,0
449,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,60,0,0,0,45,15,0,0,0,0,0,0,0
449,CLEMENTI AVE 3,4,1979,Y,Y,N,N,N,N,CL,60,0,0,54,4,0,2,0,0,0,0,0,0
449,HOUGANG AVE 10,13,1990,Y,Y,N,N,N,N,HG,60,0,0,0,0,0,60,0,0,0,0,0,0
449,JURONG WEST ST 42,12,1984,Y,N,N,N,N,N,JW,120,0,0,12,108,0,0,0,0,0,0,0,0
449,PASIR RIS DR 6,4,1989,Y,N,N,N,N,N,PRC,8,0,0,0,0,0,8,0,0,0,0,0,0
449,SENGKANG WEST WAY,1,2013,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
449,SIN MING AVE,12,1988,Y,N,N,N,N,N,BH,80,0,0,0,58,16,6,0,0,0,0,0,0
449,TAMPINES ST 42,12,1984,Y,Y,N,N,N,N,TAP,114,0,0,0,74,40,0,0,0,0,0,0,0
449,YISHUN RING RD,13,2011,Y,N,N,Y,N,N,YS,96,0,0,0,96,0,0,0,0,0,0,0,0
449A,BT PANJANG RING RD,5,1995,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
449A,BT BATOK WEST AVE 9,18,2017,Y,N,N,Y,N,N,BB,170,0,0,0,170,0,0,0,0,0,0,0,0
449B,BT BATOK WEST AVE 9,19,2017,Y,N,N,Y,N,N,BB,180,0,0,0,180,0,0,0,0,0,0,0,0
449C,BT BATOK WEST AVE 9,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
45,BENDEMEER RD,12,1971,Y,Y,N,N,N,N,KWN,124,0,0,119,0,4,0,0,0,0,0,1,0
45,CHAI CHEE ST,12,1979,Y,N,N,Y,N,N,BD,219,0,0,196,22,1,0,0,0,0,0,0,0
45,CIRCUIT RD,10,1964,Y,N,N,N,N,N,GL,119,0,28,88,1,0,0,0,0,0,2,0,0
45,HOLLAND DR,4,1974,Y,Y,N,N,N,N,QT,6,0,0,4,0,2,0,0,0,0,0,0,0
45,JLN BAHAGIA,2,1959,Y,N,N,N,N,N,KWN,4,0,0,4,0,0,0,0,0,0,0,0,0
45,JLN TIGA,19,2003,Y,N,N,N,N,N,GL,110,0,0,0,74,36,0,0,0,0,0,0,0
45,KIM CHENG ST,4,1949,Y,N,N,N,N,N,BM,24,0,0,24,0,0,0,0,0,0,0,0,0
45,LENGKOK BAHRU,4,1983,Y,N,N,N,N,N,BM,16,0,0,0,0,16,0,0,0,0,0,0,0
45,LOR 5 TOA PAYOH,20,1992,Y,N,N,Y,N,N,TP,117,0,0,0,48,69,0,0,0,0,0,0,0
45,MARINE CRES,16,1974,Y,N,N,N,N,N,MP,150,0,0,0,150,0,0,0,0,0,0,0,0
45,OWEN RD,2,1978,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
45,SIMS DR,13,1976,Y,Y,N,N,N,N,GL,182,0,0,182,0,0,0,0,0,0,0,0,0
45,STIRLING RD,7,1961,Y,N,N,N,N,N,QT,112,0,0,0,0,0,0,0,0,21,77,14,0
45,TEBAN GDNS RD,4,1986,Y,N,N,N,N,N,JE,22,0,0,0,0,0,22,0,0,0,0,0,0
45,TELOK BLANGAH DR,16,1976,Y,Y,N,N,N,N,BM,320,0,225,0,2,0,0,0,0,0,93,0,0
45A,SIMS DR,1,2005,N,N,N,N,N,Y,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
450,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,15,0,0,15,0,0,0,0,0,0,0,0,0
450,BT PANJANG RING RD,15,1995,Y,N,N,Y,N,N,BP,116,0,0,0,56,60,0,0,0,0,0,0,0
450,BT BATOK WEST AVE 6,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
450,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,84,0,0,0,70,14,0,0,0,0,0,0,0
450,CLEMENTI AVE 3,4,1979,Y,Y,N,N,N,N,CL,42,0,0,42,0,0,0,0,0,0,0,0,0
450,HOUGANG AVE 10,9,1989,Y,Y,N,Y,N,N,HG,48,0,0,0,40,8,0,0,0,0,0,0,0
450,JURONG WEST ST 42,12,1984,Y,N,N,N,N,N,JW,144,0,0,9,135,0,0,0,0,0,0,0,0
450,PASIR RIS DR 6,12,1989,Y,Y,N,N,N,N,PRC,74,0,0,0,74,0,0,0,0,0,0,0,0
450,SENGKANG WEST WAY,4,2012,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
450,SIN MING AVE,25,1988,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0
450,TAMPINES ST 42,12,1984,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
450,YISHUN RING RD,13,2011,Y,N,N,N,N,N,YS,84,0,0,0,84,0,0,0,0,0,0,0,0
450A,BT BATOK WEST AVE 6,22,2017,Y,N,N,N,N,N,BB,225,0,147,78,0,0,0,0,0,0,0,0,0
450A,CHOA CHU KANG AVE 4,4,1998,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
450A,SENGKANG WEST WAY,26,2012,Y,N,N,N,N,N,SK,143,0,0,49,94,0,0,0,0,0,0,0,0
450A,TAMPINES ST 42,11,1995,Y,Y,N,N,N,N,TAP,100,0,0,0,40,60,0,0,0,0,0,0,0
450B,BT BATOK WEST AVE 6,22,2017,Y,N,N,Y,N,N,BB,183,0,0,0,120,63,0,0,0,0,0,0,0
450B,SENGKANG WEST WAY,26,2013,Y,N,N,N,N,N,SK,133,0,42,90,0,0,1,0,0,0,0,0,0
450B,TAMPINES ST 42,5,1994,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
450C,BT BATOK WEST AVE 6,22,2017,Y,N,N,N,N,N,BB,183,0,0,0,120,63,0,0,0,0,0,0,0
450C,SENGKANG WEST WAY,26,2013,Y,N,N,N,N,N,SK,142,0,50,92,0,0,0,0,0,0,0,0,0
450C,TAMPINES ST 42,11,1995,Y,N,N,N,N,N,TAP,104,0,0,0,43,61,0,0,0,0,0,0,0
450D,BT BATOK WEST AVE 6,22,2017,Y,N,N,N,N,N,BB,225,0,147,78,0,0,0,0,0,0,0,0,0
450D,TAMPINES ST 42,11,1995,Y,N,N,N,N,N,TAP,84,0,0,0,43,41,0,0,0,0,0,0,0
450E,TAMPINES ST 42,11,1995,Y,N,N,N,N,N,TAP,60,0,0,0,20,40,0,0,0,0,0,0,0
450F,TAMPINES ST 42,11,1995,Y,N,N,N,N,N,TAP,60,0,0,0,20,40,0,0,0,0,0,0,0
450G,TAMPINES ST 42,11,1995,Y,Y,N,N,N,N,TAP,80,0,0,0,40,40,0,0,0,0,0,0,0
451,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,16,0,0,16,0,0,0,0,0,0,0,0,0
451,BT BATOK WEST AVE 6,6,2017,N,Y,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
451,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,87,0,0,0,73,14,0,0,0,0,0,0,0
451,CLEMENTI AVE 3,3,1980,N,Y,N,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
451,FAJAR RD,14,1995,Y,Y,N,N,N,N,BP,78,0,0,0,0,26,52,0,0,0,0,0,0
451,HOUGANG AVE 10,13,1989,Y,Y,N,Y,N,N,HG,72,0,0,0,72,0,0,0,0,0,0,0,0
451,JURONG WEST ST 42,4,1984,Y,Y,N,N,N,N,JW,30,0,0,6,24,0,0,0,0,0,0,0,0
451,PASIR RIS DR 6,12,1989,Y,Y,N,N,N,N,PRC,74,0,0,0,74,0,0,0,0,0,0,0,0
451,SENGKANG WEST WAY,6,2013,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
451,SIN MING AVE,11,1988,Y,N,N,N,N,N,BH,54,0,0,0,50,0,4,0,0,0,0,0,0
451,TAMPINES ST 42,12,1986,Y,Y,N,N,N,N,TAP,114,0,0,0,74,40,0,0,0,0,0,0,0
451,YISHUN RING RD,13,2011,Y,N,N,N,N,N,YS,132,0,12,24,96,0,0,0,0,0,0,0,0
451A,BT BATOK WEST AVE 6,22,2018,Y,N,N,N,N,N,BB,273,0,168,105,0,0,0,0,0,0,0,0,0
451A,SENGKANG WEST WAY,24,2013,Y,N,N,N,N,N,SK,120,0,0,0,80,40,0,0,0,0,0,0,0
451B,BT BATOK WEST AVE 6,22,2017,Y,Y,N,N,N,N,BB,189,0,0,0,105,84,0,0,0,0,0,0,0
451B,SENGKANG WEST WAY,24,2013,Y,N,N,Y,N,N,SK,135,0,0,0,90,45,0,0,0,0,0,0,0
451C,BT BATOK WEST AVE 6,1,2018,N,N,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
452,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,31,0,0,30,0,0,1,0,0,0,0,0,0
452,BT BATOK WEST AVE 6,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
452,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,60,0,0,0,45,15,0,0,0,0,0,0,0
452,FAJAR RD,14,1995,Y,N,N,Y,N,N,BP,78,0,0,0,0,26,52,0,0,0,0,0,0
452,HOUGANG AVE 10,9,1990,Y,Y,N,Y,N,N,HG,72,0,0,0,64,8,0,0,0,0,0,0,0
452,JURONG WEST ST 42,16,1984,Y,Y,N,Y,N,N,JW,118,0,0,0,16,102,0,0,0,0,0,0,0
452,PASIR RIS DR 6,12,1989,Y,Y,N,N,N,N,PRC,66,0,0,0,66,0,0,0,0,0,0,0,0
452,SENGKANG WEST WAY,1,2014,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
452,SIN MING AVE,4,1988,Y,N,N,N,N,N,BH,30,0,0,0,0,0,30,0,0,0,0,0,0
452,TAMPINES ST 42,4,1986,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
452,YISHUN RING RD,13,2010,Y,N,N,N,N,N,YS,132,0,12,24,96,0,0,0,0,0,0,0,0
452A,BT BATOK WEST AVE 6,22,2018,Y,Y,N,N,N,N,BB,189,0,0,0,105,84,0,0,0,0,0,0,0
452A,SENGKANG WEST WAY,23,2013,Y,N,N,Y,N,N,SK,132,0,0,0,88,44,0,0,0,0,0,0,0
452B,SENGKANG WEST WAY,23,2013,Y,N,N,Y,N,N,SK,117,0,0,0,78,39,0,0,0,0,0,0,0
453,ANG MO KIO AVE 10,4,1979,Y,Y,N,N,N,N,AMK,8,0,0,8,0,0,0,0,0,0,0,0,0
453,BT BATOK WEST AVE 6,5,2018,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
453,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,120,0,0,0,0,60,60,0,0,0,0,0,0
453,CLEMENTI AVE 3,3,1991,N,Y,N,Y,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
453,FAJAR RD,14,1995,Y,Y,N,N,N,N,BP,78,0,0,0,0,26,52,0,0,0,0,0,0
453,FERNVALE RD,6,2014,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
453,HOUGANG AVE 10,13,1990,Y,Y,N,N,N,N,HG,72,0,0,0,72,0,0,0,0,0,0,0,0
453,JURONG WEST ST 42,12,1984,Y,Y,N,N,N,N,JW,88,0,0,0,12,76,0,0,0,0,0,0,0
453,PASIR RIS DR 6,12,1989,Y,Y,N,N,N,N,PRC,77,0,0,0,77,0,0,0,0,0,0,0,0
453,SIN MING AVE,17,1988,Y,N,N,N,N,N,BH,60,0,0,0,0,52,8,0,0,0,0,0,0
453,TAMPINES ST 42,12,1986,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
453,YISHUN ST 41,13,2012,Y,N,N,N,N,N,YS,120,0,0,0,120,0,0,0,0,0,0,0,0
453A,ANG MO KIO AVE 10,1,2016,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0
453A,BT BATOK WEST AVE 6,22,2018,Y,N,N,Y,N,N,BB,163,0,0,0,83,80,0,0,0,0,0,0,0
453A,FERNVALE RD,26,2014,Y,N,N,N,N,N,SK,137,0,93,44,0,0,0,0,0,0,0,0,0
453A,FAJAR RD,5,1995,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
453B,BT BATOK WEST AVE 6,22,2018,Y,N,N,Y,N,N,BB,163,0,0,0,83,80,0,0,0,0,0,0,0
453B,FERNVALE RD,23,2014,Y,N,N,Y,N,N,SK,120,0,0,0,120,0,0,0,0,0,0,0,0
453C,FERNVALE RD,23,2014,Y,N,N,N,N,N,SK,126,0,0,0,126,0,0,0,0,0,0,0,0
453D,FERNVALE RD,26,2014,Y,N,N,N,N,N,SK,138,0,0,63,75,0,0,0,0,0,0,0,0
454,ANG MO KIO ST 44,1,2017,N,N,N,N,N,Y,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0
454,CHOA CHU KANG AVE 4,16,1998,Y,N,N,Y,N,N,CCK,120,0,0,0,0,60,60,0,0,0,0,0,0
454,CLEMENTI AVE 3,25,2001,Y,N,N,N,N,N,CL,96,0,0,0,96,0,0,0,0,0,0,0,0
454,FAJAR RD,17,2014,Y,N,N,Y,N,Y,BP,264,0,33,108,0,0,0,0,123,0,0,0,0
454,FERNVALE RD,1,2014,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
454,HOUGANG AVE 10,4,1990,Y,N,N,N,N,N,HG,28,0,0,0,0,0,28,0,0,0,0,0,0
454,JURONG WEST ST 42,8,1984,Y,N,N,Y,N,N,JW,88,0,0,8,80,0,0,0,0,0,0,0,0
454,PASIR RIS DR 6,11,1989,Y,Y,N,N,N,N,PRC,40,0,0,0,0,0,40,0,0,0,0,0,0
454,SIN MING AVE,12,1988,Y,N,N,N,N,N,BH,100,0,0,0,74,18,8,0,0,0,0,0,0
454,TAMPINES ST 42,11,1987,Y,N,N,N,N,N,TAP,50,0,0,0,0,0,0,50,0,0,0,0,0
454,YISHUN ST 41,13,2011,Y,N,N,N,N,N,YS,96,0,0,48,48,0,0,0,0,0,0,0,0
455,ANG MO KIO ST 44,7,2016,N,N,N,N,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0
455,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,60,0,0,0,45,15,0,0,0,0,0,0,0
455,CLEMENTI AVE 3,22,2001,Y,N,N,N,N,N,CL,80,0,0,0,80,0,0,0,0,0,0,0,0
455,HOUGANG AVE 10,13,1990,Y,N,N,Y,N,N,HG,60,0,0,0,0,0,60,0,0,0,0,0,0
455,JURONG WEST ST 42,8,1984,Y,N,N,Y,N,N,JW,88,0,0,8,80,0,0,0,0,0,0,0,0
455,PASIR RIS DR 6,4,1989,Y,N,N,N,N,N,PRC,8,0,0,0,0,0,8,0,0,0,0,0,0
455,SEGAR RD,16,2011,Y,N,N,N,N,N,BP,112,0,0,30,82,0,0,0,0,0,0,0,0
455,SENGKANG WEST AVE,5,2019,N,Y,N,Y,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
455,SIN MING AVE,12,1988,Y,N,N,Y,N,N,BH,87,0,0,0,74,9,4,0,0,0,0,0,0
455,TAMPINES ST 42,12,1986,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
455,YISHUN ST 41,13,2011,Y,N,N,Y,N,N,YS,144,0,0,72,72,0,0,0,0,0,0,0,0
455A,ANG MO KIO ST 44,34,2017,Y,N,N,Y,N,N,AMK,194,0,0,66,66,62,0,0,0,0,0,0,0
455A,CLEMENTI AVE 3,5,2001,N,N,N,N,Y,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
455A,SEGAR RD,4,2011,N,N,N,Y,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
455A,SENGKANG WEST AVE,13,2019,Y,N,N,N,N,N,SK,132,0,84,24,24,0,0,0,0,0,0,0,0
455B,ANG MO KIO ST 44,34,2017,Y,Y,N,N,N,N,AMK,194,0,0,0,66,128,0,0,0,0,0,0,0
455B,SENGKANG WEST AVE,13,2019,Y,N,N,N,N,N,SK,144,0,96,24,24,0,0,0,0,0,0,0,0
455C,ANG MO KIO ST 44,33,2017,Y,Y,N,N,N,N,AMK,188,0,0,64,124,0,0,0,0,0,0,0,0
456,ANG MO KIO AVE 10,12,1979,Y,Y,N,N,N,N,AMK,197,0,0,174,22,0,1,0,0,0,0,0,0
456,CHOA CHU KANG AVE 4,12,1998,Y,N,N,N,N,N,CCK,55,0,0,0,44,11,0,0,0,0,0,0,0
456,CLEMENTI AVE 3,22,2001,Y,N,N,N,N,N,CL,80,0,0,0,80,0,0,0,0,0,0,0,0
456,HOUGANG AVE 10,13,1990,Y,N,N,N,N,N,HG,84,0,0,0,72,12,0,0,0,0,0,0,0
456,JURONG WEST ST 41,10,1983,Y,Y,N,N,N,N,JW,130,0,0,94,33,1,1,0,0,0,0,1,0
456,PASIR RIS DR 4,12,1992,Y,N,N,N,N,N,PRC,66,0,0,0,0,0,66,0,0,0,0,0,0
456,SEGAR RD,16,2011,Y,N,N,Y,N,N,BP,90,0,0,15,75,0,0,0,0,0,0,0,0
456,SENGKANG WEST RD,1,2019,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
456,TAMPINES ST 42,12,1986,Y,N,N,N,N,N,TAP,114,0,0,0,74,40,0,0,0,0,0,0,0
456,YISHUN ST 41,13,2011,Y,N,N,N,N,N,YS,96,0,0,48,48,0,0,0,0,0,0,0,0
456A,CHOA CHU KANG AVE 4,1,1999,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
456A,SENGKANG WEST RD,13,2019,Y,N,N,N,N,N,SK,132,0,84,24,24,0,0,0,0,0,0,0,0
456A,YISHUN ST 41,6,2011,N,N,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
456B,SENGKANG WEST RD,13,2019,Y,N,N,N,N,N,SK,144,0,96,24,24,0,0,0,0,0,0,0,0
457,ANG MO KIO AVE 10,13,1979,Y,N,N,N,N,N,AMK,230,0,0,195,24,6,4,0,0,0,0,1,0
457,CHOA CHU KANG AVE 4,16,1998,Y,Y,N,N,N,N,CCK,123,0,0,0,0,62,61,0,0,0,0,0,0
457,CLEMENTI AVE 3,25,2001,Y,N,N,N,N,N,CL,94,0,0,0,94,0,0,0,0,0,0,0,0
457,HOUGANG AVE 10,13,1990,Y,N,N,N,N,N,HG,72,0,0,0,72,0,0,0,0,0,0,0,0
457,JURONG WEST ST 41,12,1983,Y,N,N,Y,N,N,JW,110,0,0,66,44,0,0,0,0,0,0,0,0
457,PASIR RIS DR 4,12,1992,Y,N,N,N,N,N,PRC,66,0,0,0,0,0,66,0,0,0,0,0,0
457,SEGAR RD,16,2011,Y,N,N,N,N,N,BP,90,0,0,15,75,0,0,0,0,0,0,0,0
457,SENGKANG WEST RD,5,2019,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
457,TAMPINES ST 42,4,1986,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
457,YISHUN ST 41,13,2012,Y,N,N,N,N,N,YS,72,0,0,0,72,0,0,0,0,0,0,0,0
457A,SEGAR RD,1,2011,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
457A,SENGKANG WEST RD,14,2019,Y,N,N,Y,N,N,SK,90,0,0,0,26,64,0,0,0,0,0,0,0
457B,SENGKANG WEST RD,14,2019,Y,N,N,N,N,N,SK,169,0,117,26,26,0,0,0,0,0,0,0,0
