snap,xcor_sw,ycor_sw,zcor_sw,xcor_ne,ycor_ne,zcor_ne,NOx,NMVOC,CO,SO2,NH3,PM2.5,PM10
2,572750.0001,5931656,0,573750,5932656,0,3087.1741,524.5806,12722.8498,1923.5075,79.8964,317.9826,350.2876
2,572750.0001,5932656,0,573750,5933656,0,4256.8488,781.1438,18863.0012,2682.1293,110.2950,477.4518,523.7955
2,572750.0001,5933656,0,573750,5934656,0,4411.6314,819.3099,19771.7523,2784.6931,114.3269,501.3974,549.7301
2,572750.0001,5934656,0,573750,5935656,0,4465.9759,826.5784,19950.8385,2817.5385,115.7290,505.6690,554.5091
2,572750.0001,5935656,0,573750,5936656,0,4148.8889,746.6962,18050.4761,2606.5515,107.4655,455.4708,500.1837
2,572750.0001,5936656,0,573750,5937656,0,3957.0992,713.6867,17250.4817,2486.8374,102.5011,435.4328,478.1257
2,572750.0001,5937656,0,573750,5938656,0,2388.3685,432.4492,10450.4340,1501.8429,61.8698,263.9538,289.7744
2,572750.0001,5938656,0,573750,5939656,0,3552.1263,658.2799,15887.5773,2241.4337,92.0498,402.7631,441.6355
2,572750.0001,5939656,0,573750,5940656,0,2745.0527,504.8876,12190.4546,1730.1862,71.1269,308.6717,338.5929
2,572750.0001,5940656,0,573750,5941656,0,3944.7530,732.6032,17679.3283,2489.9919,102.2278,448.3351,491.5527
2,572750.0001,5941656,0,573750,5942656,0,4406.8189,818.4161,19750.1840,2781.6554,114.2022,500.8505,549.1304
2,572750.0001,5942656,0,573750,5943656,0,4144.1956,769.6428,18573.1769,2615.8834,107.3964,471.0024,516.4051
2,572750.0001,5943656,0,573750,5944656,0,4087.7055,759.1517,18320.0033,2580.2259,105.9324,464.5821,509.3659
2,572750.0001,5944656,0,573750,5945656,0,4638.4977,861.4426,20788.5067,2927.8948,120.2061,527.1816,577.9997
2,572750.0001,5945656,0,573750,5946656,0,4071.5576,755.9542,18239.0687,2569.4409,105.4221,462.6286,507.2030
2,572750.0001,5946656,0,573750,5947656,0,1695.6140,313.8084,7552.1275,1067.0382,43.4361,192.0612,210.4590
2,572750.0001,5947656,0,573750,5948656,0,2566.0011,475.5201,11455.8599,1616.6404,66.0230,291.0237,318.9682
2,573750.0001,5918656,0,574750,5919656,0,552.0878,195.3189,3836.5786,359.6797,13.1181,118.5166,125.9975
2,573750.0001,5919656,0,574750,5920656,0,1302.4407,274.4558,6317.7524,826.0358,33.3633,167.6061,182.3903
2,573750.0001,5920656,0,574750,5921656,0,632.5333,115.2223,2737.8872,392.5613,15.3527,70.5507,77.1127
2,573750.0001,5921656,0,574750,5922656,0,996.2164,182.0337,4336.3349,619.9472,24.4400,111.4498,121.8768
2,573750.0001,5922656,0,574750,5923656,0,640.5572,114.5324,2679.8675,391.1281,14.5531,70.1649,76.4582
2,573750.0001,5923656,0,574750,5924656,0,383.1534,66.4433,1513.9590,227.8006,7.7508,40.7403,44.1669
2,573750.0001,5924656,0,574750,5925656,0,98.0882,13.7502,247.0643,48.6021,0.4779,8.4892,8.8334
2,573750.0001,5925656,0,574750,5926656,0,679.4943,123.7483,2939.9276,421.6213,16.4793,75.7716,82.8162
2,573750.0001,5926656,0,574750,5927656,0,1741.0380,309.0562,7438.3550,1086.9242,44.2149,188.3922,206.7709
2,573750.0001,5927656,0,574750,5928656,0,2231.1137,377.0338,9145.1180,1388.7857,57.6872,228.4111,251.6789
2,573750.0001,5928656,0,574750,5929656,0,346.3571,56.2511,1304.2799,206.7175,7.5133,34.1684,37.2957
2,573750.0001,5929656,0,574750,5930656,0,382.3930,64.0263,1462.4475,226.6137,7.8134,39.1038,42.4765
2,573750.0001,5930656,0,574750,5931656,0,738.7781,135.2405,3253.9877,463.8307,18.8639,82.6889,90.6419
2,573750.0001,5931656,0,574750,5932656,0,3634.0182,665.2948,16067.5442,2288.8959,94.1540,406.5439,446.0585
2,573750.0001,5932656,0,574750,5933656,0,3850.8467,714.9658,17249.9518,2430.1281,99.7030,437.5447,479.7012
2,573750.0001,5933656,0,574750,5934656,0,1839.2125,340.0114,8175.6282,1156.2922,46.9423,208.1046,227.9994
2,573750.0001,5934656,0,574750,5935656,0,3132.9458,581.8377,14041.0257,1977.5661,81.1899,356.0703,390.3940
2,573750.0001,5935656,0,574750,5936656,0,3897.7416,722.0510,17427.0546,2459.3774,101.0055,441.7635,484.4094
2,573750.0001,5936656,0,574750,5937656,0,3236.5553,580.6710,14039.4758,2032.4317,83.8300,354.0805,388.9042
2,573750.0001,5937656,0,574750,5938656,0,3954.8943,723.5687,17475.5398,2490.7578,102.4666,442.1237,485.1127
2,573750.0001,5938656,0,574750,5939656,0,3202.0985,594.6805,14350.9493,2021.2164,82.9820,363.9298,399.0111
2,573750.0001,5939656,0,574750,5940656,0,3541.8825,653.6265,15778.8665,2233.5477,91.7783,399.7434,438.4179
2,573750.0001,5940656,0,574750,5941656,0,2839.8392,519.9240,12556.6628,1788.6919,73.5776,317.7131,348.5929
2,573750.0001,5941656,0,574750,5942656,0,3428.6190,636.7489,15366.1537,2164.1998,88.8523,389.6746,427.2376
2,573750.0001,5942656,0,574750,5943656,0,3040.5248,564.6737,13626.8194,1919.2285,78.7949,345.5663,378.8775
2,573750.0001,5943656,0,574750,5944656,0,3625.3468,667.8886,16120.4330,2285.0790,93.8427,408.4106,447.9334
2,573750.0001,5944656,0,574750,5945656,0,4636.3202,860.9321,20776.3260,2926.4656,120.1495,526.8625,577.6535
2,573750.0001,5945656,0,574750,5946656,0,4260.9100,790.9088,19078.5946,2688.3340,110.2316,484.0235,530.6378
2,573750.0001,5946656,0,574750,5947656,0,2115.3238,390.8683,9394.9221,1329.3223,53.9030,239.2348,262.0857
2,573750.0001,5947656,0,574750,5948656,0,2989.0166,554.2110,13357.3152,1884.0427,77.0456,339.1784,371.7786
2,574750.0001,5918656,0,575750,5919656,0,1440.8965,382.5253,8329.9402,888.3037,36.5840,233.2918,251.7983
2,574750.0001,5919656,0,575750,5920656,0,751.8017,137.5397,3279.6313,468.3443,18.5208,84.2056,92.1017
2,574750.0001,5920656,0,575750,5921656,0,393.1153,68.3044,1559.0811,234.1216,8.0140,41.8790,45.4167
2,574750.0001,5921656,0,575750,5922656,0,1992.7657,367.1571,8804.6848,1249.1292,50.2878,224.7399,246.0927
2,574750.0001,5922656,0,575750,5923656,0,1491.5034,273.5094,6534.2213,931.0691,37.0410,167.4391,183.2094
2,574750.0001,5923656,0,575750,5924656,0,1059.5791,192.8157,4577.8237,657.0052,25.6266,118.0645,129.0245
2,574750.0001,5924656,0,575750,5925656,0,135.3158,20.2450,395.8471,70.8519,1.2491,12.4709,13.1543
2,574750.0001,5925656,0,575750,5926656,0,1175.3451,214.8354,5119.0786,731.6289,28.8670,131.5314,143.8447
2,574750.0001,5926656,0,575750,5927656,0,128.5909,20.3297,423.1999,70.5822,1.6911,12.5005,13.3284
2,574750.0001,5927656,0,575750,5928656,0,64.9577,9.1060,163.6225,32.1866,0.3166,5.6220,5.8499
2,574750.0001,5928656,0,575750,5929656,0,385.9909,67.6636,1556.5672,231.6585,8.1447,41.4755,45.0467
2,574750.0001,5929656,0,575750,5930656,0,444.9638,81.1363,1929.5210,276.3957,10.8377,49.6784,54.3079
2,574750.0001,5930656,0,575750,5931656,0,922.8438,170.6632,4104.7472,580.3572,23.5810,104.4537,114.4458
2,574750.0001,5931656,0,575750,5932656,0,3605.9357,669.6794,16160.8397,2276.1250,93.4474,409.8273,449.3329
2,574750.0001,5932656,0,575750,5933656,0,4634.4043,860.6784,20769.9902,2925.2992,120.0982,526.7140,577.4866
2,574750.0001,5933656,0,575750,5934656,0,501.6791,91.7978,2189.2461,312.5785,12.3669,56.2008,61.4727
2,574750.0001,5934656,0,575750,5935656,0,495.8374,91.6666,2204.1808,311.7339,12.6563,56.1047,61.4685
2,574750.0001,5935656,0,575750,5936656,0,2958.6091,548.9782,13238.9000,1866.0841,76.4491,335.9692,368.3040
2,574750.0001,5936656,0,575750,5937656,0,3728.9994,690.4510,16664.8199,2352.7295,96.6320,422.4087,463.1978
2,574750.0001,5937656,0,575750,5938656,0,4537.3902,842.5612,20332.9942,2864.0204,117.5857,515.6202,565.3273
2,574750.0001,5938656,0,575750,5939656,0,3895.0381,723.3703,17456.5195,2458.6111,100.9395,442.6848,485.3578
2,574750.0001,5939656,0,575750,5940656,0,4638.4977,861.4426,20788.5067,2927.8948,120.2061,527.1816,577.9997
2,574750.0001,5940656,0,575750,5941656,0,4635.4895,860.8839,20775.0245,2925.9960,120.1282,526.8397,577.6248
2,574750.0001,5941656,0,575750,5942656,0,4286.2020,796.0157,19209.6116,2705.5201,111.0764,487.1419,534.1004
2,574750.0001,5942656,0,575750,5943656,0,4088.8451,759.3634,18325.1107,2580.9452,105.9620,464.7116,509.5079
2,574750.0001,5943656,0,575750,5944656,0,1154.9917,211.0350,5059.2968,722.6478,29.0630,129.0798,141.3779
2,574750.0001,5944656,0,575750,5945656,0,2253.8335,418.0226,10084.8323,1421.9238,58.3229,255.7996,280.4507
2,574750.0001,5945656,0,575750,5946656,0,2439.1097,451.5321,10882.6321,1536.9469,62.8495,276.2973,302.8718
2,574750.0001,5946656,0,575750,5947656,0,2652.4501,490.5303,11798.7988,1668.1596,67.7927,300.2249,328.9491
2,574750.0001,5947656,0,575750,5948656,0,3465.0614,669.9612,15856.5077,2189.9642,89.3042,409.2527,447.3324
2,575750.0001,5918656,0,576750,5919656,0,1660.1613,338.4548,7923.8162,1037.6817,42.5256,206.9523,225.8135
2,575750.0001,5919656,0,576750,5920656,0,836.0314,151.7745,3596.4275,517.3146,20.0530,92.9404,101.5290
2,575750.0001,5920656,0,576750,5921656,0,93.2342,13.0697,234.8381,46.1970,0.4543,8.0691,8.3963
2,575750.0001,5921656,0,576750,5922656,0,98.4127,13.7957,247.8816,48.7629,0.4795,8.5173,8.8626
2,575750.0001,5922656,0,576750,5923656,0,865.8658,156.8294,3709.1962,534.6987,20.6016,96.0420,104.8780
2,575750.0001,5923656,0,576750,5924656,0,358.3676,61.8127,1401.6917,212.0736,7.0958,37.9069,41.0576
2,575750.0001,5924656,0,576750,5925656,0,541.0516,96.2303,2241.5700,328.8482,12.0566,58.9615,64.1938
2,575750.0001,5925656,0,576750,5926656,0,571.3677,102.6915,2413.2591,350.4609,13.2262,62.9017,68.6020
2,575750.0001,5926656,0,576750,5927656,0,2676.7567,496.9326,11988.5945,1689.0650,69.2830,304.1135,333.4093
2,575750.0001,5927656,0,576750,5928656,0,104.2582,14.6151,262.6051,51.6593,0.5080,9.0232,9.3890
2,575750.0001,5928656,0,576750,5929656,0,159.3796,25.5637,540.3243,88.5741,2.2654,15.7116,16.7977
2,575750.0001,5929656,0,576750,5930656,0,561.0996,104.2051,2514.6983,354.1751,14.5408,63.7709,69.9182
2,575750.0001,5930656,0,576750,5931656,0,2626.9995,480.9954,11610.4163,1653.9204,67.9265,293.9508,322.4780
2,575750.0001,5931656,0,576750,5932656,0,2361.1474,432.8009,10440.9155,1486.1200,60.9278,264.5498,290.1689
2,575750.0001,5932656,0,576750,5933656,0,2598.9667,495.1037,11663.5290,1634.8566,66.6576,301.5391,329.6924
2,575750.0001,5933656,0,576750,5934656,0,771.5456,166.9554,3640.5384,488.9795,19.6102,100.4426,108.7272
2,575750.0001,5934656,0,576750,5935656,0,70.3528,12.3720,257.2505,43.0717,1.3538,7.4439,7.9746
2,575750.0001,5935656,0,576750,5936656,0,1040.7243,258.1057,5450.3657,679.0254,26.6987,155.6676,167.3007
2,575750.0001,5936656,0,576750,5937656,0,990.9546,202.3030,4616.1197,627.6604,24.8954,123.1349,133.8160
2,575750.0001,5937656,0,576750,5938656,0,4056.4689,753.3506,18180.0092,2560.5088,105.1229,461.0320,505.4735
2,575750.0001,5938656,0,576750,5939656,0,4033.6896,749.1201,18077.9185,2546.1302,104.5326,458.4430,502.6350
2,575750.0001,5939656,0,576750,5940656,0,4584.2488,851.3677,20545.3776,2893.6521,118.8003,521.0160,571.2398
2,575750.0001,5940656,0,576750,5941656,0,4611.9074,855.2091,20639.7664,2910.4420,119.5142,523.2858,573.7723
2,575750.0001,5941656,0,576750,5942656,0,4053.7165,724.3532,17517.3754,2544.0677,104.9889,441.5056,485.0305
2,575750.0001,5942656,0,576750,5943656,0,4452.0508,826.8164,19952.9014,2810.2065,115.3744,505.9912,554.7667
2,575750.0001,5943656,0,576750,5944656,0,3122.6052,579.8215,13990.5513,1970.7534,80.8777,354.8380,389.0328
2,575750.0001,5944656,0,576750,5945656,0,2915.3401,541.3136,13060.9762,1839.8781,75.4993,331.2724,363.1939
2,575750.0001,5945656,0,576750,5946656,0,3895.9202,717.8004,17329.5797,2456.2083,100.9497,438.9177,481.4219
2,575750.0001,5946656,0,576750,5947656,0,1896.4417,347.8094,8398.8067,1194.7594,49.1290,212.5776,233.2158
2,575750.0001,5947656,0,576750,5948656,0,2083.5475,516.3580,10841.2090,1371.0660,53.6814,310.9281,333.9006
2,576750.0001,5918656,0,577750,5919656,0,1236.1976,225.8122,5377.8157,769.0728,30.2940,138.2543,151.1813
2,576750.0001,5919656,0,577750,5920656,0,161.2990,24.9956,509.0712,87.0299,1.8879,15.3794,16.3353
2,576750.0001,5920656,0,577750,5921656,0,100.6542,14.1099,253.5274,49.8735,0.4905,8.7113,9.0645
2,576750.0001,5921656,0,577750,5922656,0,1005.3446,182.6834,4332.1690,622.5924,24.1933,111.8648,122.2208
2,576750.0001,5922656,0,577750,5923656,0,576.2179,102.5123,2388.4428,350.3036,12.8529,62.8100,68.3869
2,576750.0001,5923656,0,577750,5924656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,576750.0001,5924656,0,577750,5925656,0,1505.7759,276.4570,6610.9899,940.9633,37.5481,169.2380,185.2133
2,576750.0001,5925656,0,577750,5926656,0,2165.1436,401.1804,9663.8858,1363.9281,55.6838,245.5278,269.0979
2,576750.0001,5926656,0,577750,5927656,0,2403.9816,439.6883,10598.6862,1511.4121,61.8126,268.7364,294.7274
2,576750.0001,5927656,0,577750,5928656,0,190.3822,30.4290,640.8032,105.4837,2.6564,18.7040,19.9838
2,576750.0001,5928656,0,577750,5929656,0,1052.9174,193.4793,4629.9120,658.4660,26.3324,118.4390,129.6369
2,576750.0001,5929656,0,577750,5930656,0,3826.2979,711.8246,17161.8802,2415.3067,99.1174,435.5810,477.4978
2,576750.0001,5930656,0,577750,5931656,0,1118.9982,305.0221,6258.0834,721.8400,27.9360,183.8945,196.7994
2,576750.0001,5931656,0,577750,5932656,0,72.2042,10.8532,213.4025,37.9571,0.6899,6.6845,7.0575
2,576750.0001,5932656,0,577750,5933656,0,1929.3363,575.3048,11511.2542,1268.1469,49.5411,345.7234,368.7760
2,576750.0001,5933656,0,577750,5934656,0,737.7302,207.6738,4184.2827,478.8629,18.5729,124.7248,133.2340
2,576750.0001,5934656,0,577750,5935656,0,60.7555,11.1762,217.5992,34.0805,0.8168,6.7866,7.1826
2,576750.0001,5935656,0,577750,5936656,0,1730.4502,477.7747,9665.0867,1145.8980,44.3277,286.8994,306.4818
2,576750.0001,5936656,0,577750,5937656,0,441.9680,116.7211,2348.8209,286.1622,10.5118,70.1824,74.8791
2,576750.0001,5937656,0,577750,5938656,0,1895.3039,338.8912,8165.2583,1185.9386,48.4123,206.6880,226.8503
2,576750.0001,5938656,0,577750,5939656,0,3909.8837,725.8298,17510.2249,2467.0949,101.1867,444.1949,486.9818
2,576750.0001,5939656,0,577750,5940656,0,3577.3662,664.3736,16032.7990,2258.0915,92.7070,406.5803,445.7729
2,576750.0001,5940656,0,577750,5941656,0,2623.1270,486.1857,11714.3130,1652.8672,67.5295,297.5498,326.1293
2,576750.0001,5941656,0,577750,5942656,0,2670.6139,493.7926,11874.9527,1679.2374,68.2016,302.2250,331.1270
2,576750.0001,5942656,0,577750,5943656,0,4591.9557,852.7474,20577.6951,2898.3631,118.9762,521.8612,572.1610
2,576750.0001,5943656,0,577750,5944656,0,1980.2810,367.7696,8875.0898,1249.9854,51.3188,225.0659,246.7613
2,576750.0001,5944656,0,577750,5945656,0,3668.6057,681.3183,16441.7099,2315.6833,95.0715,416.9499,457.1422
2,576750.0001,5945656,0,577750,5946656,0,3843.7349,713.8425,17226.5922,2426.2277,99.6099,436.8540,478.9649
2,576750.0001,5946656,0,577750,5947656,0,77.2549,14.1049,335.7785,48.0415,1.8900,8.6359,9.4426
2,576750.0001,5947656,0,577750,5948656,0,57.7371,11.5463,224.5564,33.1791,0.8430,7.0046,7.4122
2,577750.0001,5918656,0,578750,5919656,0,164.2577,25.5484,522.4724,88.9072,1.9660,15.7176,16.7065
2,577750.0001,5919656,0,578750,5920656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,577750.0001,5920656,0,578750,5921656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,577750.0001,5921656,0,578750,5922656,0,947.6189,171.8988,4070.7006,585.9643,22.6678,105.2660,114.9791
2,577750.0001,5922656,0,578750,5923656,0,666.2487,119.3322,2796.2368,407.4298,15.2321,73.1017,79.6812
2,577750.0001,5923656,0,578750,5924656,0,547.8869,97.2678,2262.2019,332.4711,12.1265,59.6002,64.8694
2,577750.0001,5924656,0,578750,5925656,0,907.6811,160.2271,3798.0376,558.9785,21.7018,97.8438,107.0095
2,577750.0001,5925656,0,578750,5926656,0,4489.7892,833.7618,20119.3099,2833.8392,116.3232,510.2427,559.4213
2,577750.0001,5926656,0,578750,5927656,0,3849.4907,712.7414,17200.6068,2428.4683,99.7035,436.0532,478.1450
2,577750.0001,5927656,0,578750,5928656,0,2407.1456,433.0807,10459.7319,1511.0467,62.1310,264.1995,290.0739
2,577750.0001,5928656,0,578750,5929656,0,2314.1132,422.0583,10195.2478,1456.7265,59.9530,257.8074,282.9203
2,577750.0001,5929656,0,578750,5930656,0,1549.2215,285.8318,6840.5288,973.6305,39.7240,174.4752,191.1751
2,577750.0001,5930656,0,578750,5931656,0,251.8437,68.0429,1348.1251,158.1568,5.5219,40.9952,43.6244
2,577750.0001,5931656,0,578750,5932656,0,53.8146,8.3173,152.4120,27.4532,0.3637,5.1111,5.3411
2,577750.0001,5932656,0,578750,5933656,0,932.8527,274.4725,5482.7158,608.6950,23.3965,165.0064,175.9417
2,577750.0001,5933656,0,578750,5934656,0,374.2942,105.1547,2091.4276,239.1609,8.7351,63.2899,67.4123
2,577750.0001,5934656,0,578750,5935656,0,36.3113,6.8236,133.4053,20.4866,0.5108,4.1393,4.3857
2,577750.0001,5935656,0,578750,5936656,0,1587.8557,423.7927,8630.7219,1045.4733,40.6884,254.2838,272.0415
2,577750.0001,5936656,0,578750,5937656,0,631.9894,164.7785,3344.0247,410.9174,15.5215,98.9523,105.7743
2,577750.0001,5937656,0,578750,5938656,0,1915.0727,353.2531,8475.1579,1201.1676,48.4470,216.2239,236.7907
2,577750.0001,5938656,0,578750,5939656,0,2615.3205,484.3615,11663.1846,1646.8235,67.1542,296.4397,324.8724
2,577750.0001,5939656,0,578750,5940656,0,3168.3496,573.5037,13834.8160,1989.2372,81.5183,350.1339,384.2214
2,577750.0001,5940656,0,578750,5941656,0,1257.6692,219.4136,5251.9673,779.0907,31.1683,133.6306,146.5677
2,577750.0001,5941656,0,578750,5942656,0,44.2752,6.2066,111.5203,21.9381,0.2157,3.8319,3.9872
2,577750.0001,5942656,0,578750,5943656,0,2535.6866,462.4947,11128.5528,1590.9398,64.7083,282.6784,309.9130
2,577750.0001,5943656,0,578750,5944656,0,2571.4386,475.7211,11445.3595,1617.6617,65.7902,291.1602,319.0319
2,577750.0001,5944656,0,578750,5945656,0,3587.9344,665.2901,16033.2022,2261.6158,92.4786,407.1539,446.2818
2,577750.0001,5945656,0,578750,5946656,0,2436.6288,458.8499,10903.0043,1549.4106,62.9295,280.0519,306.3128
2,577750.0001,5946656,0,578750,5947656,0,37.4996,5.2568,94.4538,18.5808,0.1827,3.2455,3.3770
2,577750.0001,5947656,0,578750,5948656,0,21.3660,2.9951,53.8165,10.5867,0.1041,1.8492,1.9241
2,578750.0001,5918656,0,579750,5919656,0,1241.7863,226.8563,5403.1298,772.6190,30.4417,138.8932,151.8824
2,578750.0001,5919656,0,579750,5920656,0,231.9101,38.1874,828.9036,131.8340,3.7539,23.4512,25.1935
2,578750.0001,5920656,0,579750,5921656,0,906.0499,164.1328,3882.4145,559.5881,21.5693,100.5141,109.7643
2,578750.0001,5921656,0,579750,5922656,0,329.9407,56.5019,1272.9326,194.0362,6.3445,34.6574,37.4914
2,578750.0001,5922656,0,579750,5923656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,578750.0001,5923656,0,579750,5924656,0,1926.7092,354.8161,8505.4827,1207.2152,48.5421,217.1888,237.8060
2,578750.0001,5924656,0,579750,5925656,0,2170.9708,395.0129,9503.5337,1361.3162,55.3433,241.3822,264.6535
2,578750.0001,5925656,0,579750,5926656,0,4205.2901,766.3583,18512.8156,2646.8743,108.9435,468.0785,513.6941
2,578750.0001,5926656,0,579750,5927656,0,4131.1981,742.5171,17950.7897,2594.9236,107.0051,452.8574,497.3486
2,578750.0001,5927656,0,579750,5928656,0,3229.6976,599.2398,14461.7151,2038.3451,83.6960,366.6846,402.0506
2,578750.0001,5928656,0,579750,5929656,0,4232.5382,785.3719,18846.7517,2678.5066,109.6418,479.7922,525.7219
2,578750.0001,5929656,0,579750,5930656,0,1053.5664,211.1996,4607.0451,699.5105,26.5387,127.0458,137.1571
2,578750.0001,5930656,0,579750,5931656,0,34.6032,4.8507,87.1585,17.1457,0.1686,2.9948,3.1162
2,578750.0001,5931656,0,579750,5932656,0,31.5666,4.4251,79.5098,15.6410,0.1538,2.7320,2.8427
2,578750.0001,5932656,0,579750,5933656,0,1525.9632,489.4539,9689.5806,992.9101,39.0243,294.3652,313.5342
2,578750.0001,5933656,0,579750,5934656,0,559.3993,179.1594,3533.5804,360.2636,13.9135,107.8093,114.7533
2,578750.0001,5934656,0,579750,5935656,0,704.0842,191.7867,3873.6403,463.0411,17.6377,115.2117,123.0294
2,578750.0001,5935656,0,579750,5936656,0,222.3303,50.9075,1033.0071,137.9646,4.7716,30.6153,32.7185
2,578750.0001,5936656,0,579750,5937656,0,694.8338,169.2676,3489.1087,447.7094,17.2293,101.4545,108.8260
2,578750.0001,5937656,0,579750,5938656,0,66.8071,9.3651,168.2735,33.1025,0.3255,5.7820,6.0163
2,578750.0001,5938656,0,579750,5939656,0,75.0897,10.5262,189.1356,37.2064,0.3659,6.4988,6.7622
2,578750.0001,5939656,0,579750,5940656,0,356.4442,69.4961,1527.1728,215.1189,7.8695,42.0987,45.5521
2,578750.0001,5940656,0,579750,5941656,0,134.8923,20.3952,423.1185,73.6125,1.7816,12.4836,13.3259
2,578750.0001,5941656,0,579750,5942656,0,14.9194,2.0914,37.5789,7.3925,0.0727,1.2912,1.3436
2,578750.0001,5942656,0,579750,5943656,0,74.6041,10.4581,187.9126,36.9659,0.3635,6.4568,6.7185
2,578750.0001,5943656,0,579750,5944656,0,121.1755,18.4485,351.8600,62.3900,0.9764,11.3642,11.9430
2,578750.0001,5944656,0,579750,5945656,0,88.0872,13.4056,259.9041,46.6847,0.8414,8.2344,8.6782
2,578750.0001,5945656,0,579750,5946656,0,315.6468,73.9281,1516.7152,200.7597,7.3718,44.3702,47.5272
2,578750.0001,5946656,0,579750,5947656,0,91.3570,20.6952,414.0468,55.5892,1.7914,12.4763,13.2920
2,578750.0001,5947656,0,579750,5948656,0,222.5409,59.6904,1206.7606,146.1295,5.5277,35.8593,38.2952
2,579750.0001,5918656,0,580750,5919656,0,1730.8743,318.2295,7618.4497,1082.9543,43.3668,194.8023,213.2385
2,579750.0001,5919656,0,580750,5920656,0,1152.2444,210.1277,4997.5505,715.8030,28.0754,128.6574,140.6494
2,579750.0001,5920656,0,580750,5921656,0,793.8539,143.1719,3374.2235,488.3976,18.6043,87.6887,95.6893
2,579750.0001,5921656,0,580750,5922656,0,221.3287,36.2106,780.9751,125.1198,3.4743,22.2416,23.8660
2,579750.0001,5922656,0,580750,5923656,0,956.4753,173.5534,4110.8159,591.5839,22.9019,106.2784,116.0901
2,579750.0001,5923656,0,580750,5924656,0,3111.1455,576.0969,13870.3770,1958.7618,79.8430,352.5853,386.3934
2,579750.0001,5924656,0,580750,5925656,0,321.3515,55.5716,1263.0975,190.5961,6.4292,34.0769,36.9256
2,579750.0001,5925656,0,580750,5926656,0,1899.8844,320.7977,7747.4510,1178.3396,48.3512,194.4574,214.0407
2,579750.0001,5926656,0,580750,5927656,0,5054.5837,921.6201,22280.6473,3183.8536,131.3512,562.8712,617.8310
2,579750.0001,5927656,0,580750,5928656,0,4210.4320,781.9440,18870.0306,2657.6928,109.1129,478.5304,524.6588
2,579750.0001,5928656,0,580750,5929656,0,2333.1368,452.8125,10279.4421,1524.7062,60.2511,273.7118,297.4348
2,579750.0001,5929656,0,580750,5930656,0,924.6485,191.4712,4071.1315,628.6073,23.7310,114.5553,123.2356
2,579750.0001,5930656,0,580750,5931656,0,132.1218,36.0768,722.8295,82.4497,3.0760,21.6868,23.1547
2,579750.0001,5931656,0,580750,5932656,0,122.6360,37.2958,732.6485,77.2823,2.8236,22.4679,23.8910
2,579750.0001,5932656,0,580750,5933656,0,1986.7402,652.4652,12886.3863,1291.6474,51.0878,392.4436,417.8819
2,579750.0001,5933656,0,580750,5934656,0,1257.7591,413.2267,8162.6035,818.1293,32.3900,248.5404,264.6586
2,579750.0001,5934656,0,580750,5935656,0,1076.3439,307.6757,6188.0999,709.1259,27.4670,184.8411,197.2960
2,579750.0001,5935656,0,580750,5936656,0,233.9888,54.2207,1099.7553,145.7362,5.0725,32.6056,34.8428
2,579750.0001,5936656,0,580750,5937656,0,50.8595,7.1296,128.1048,25.2006,0.2478,4.4017,4.5802
2,579750.0001,5937656,0,580750,5938656,0,50.8595,7.1296,128.1048,25.2006,0.2478,4.4017,4.5802
2,579750.0001,5938656,0,580750,5939656,0,55.0717,8.6139,157.2363,27.9352,0.3583,5.2947,5.5304
2,579750.0001,5939656,0,580750,5940656,0,963.0807,328.5823,6437.0321,617.4360,24.1819,197.7942,210.3586
2,579750.0001,5940656,0,580750,5941656,0,178.2094,54.4765,1060.0568,109.6691,3.8379,32.8609,34.8857
2,579750.0001,5941656,0,580750,5942656,0,40.9236,5.7367,103.0781,20.2774,0.1994,3.5418,3.6854
2,579750.0001,5942656,0,580750,5943656,0,66.3940,10.1244,184.9968,33.5953,0.4261,6.2252,6.5026
2,579750.0001,5943656,0,580750,5944656,0,1692.3859,422.1377,9009.4439,1085.5598,43.0998,255.3924,274.8802
2,579750.0001,5944656,0,580750,5945656,0,133.2451,33.1993,661.6089,83.3894,2.8196,20.0056,21.2985
2,579750.0001,5945656,0,580750,5946656,0,323.5001,87.5596,1762.5312,210.7868,7.8872,52.6299,56.1646
2,579750.0001,5946656,0,580750,5947656,0,1431.3174,399.4873,8074.5791,947.7277,36.8261,239.8852,256.2458
2,579750.0001,5947656,0,580750,5948656,0,2194.5368,609.4289,12327.7522,1455.1233,56.5039,365.9343,390.9227
2,580750.0001,5918656,0,581750,5919656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,580750.0001,5919656,0,581750,5920656,0,676.7557,111.1205,2616.3586,409.4284,15.5963,67.4214,73.8327
2,580750.0001,5920656,0,581750,5921656,0,305.1289,48.3655,1082.2784,176.6864,5.7186,29.4532,31.9128
2,580750.0001,5921656,0,581750,5922656,0,1894.3917,348.7785,8359.1005,1186.7091,47.6880,213.4945,233.7517
2,580750.0001,5922656,0,581750,5923656,0,2446.0338,451.8383,10857.7592,1536.7362,62.2662,276.5544,302.9552
