primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,emission_rate_ton_h,age
coal_biomass,subcritical,53,600,510.4,47.17,2684704.00,408.32,16
coal_biomass,subcritical,53,700,595.4,45.51,3131804.00,476.32,16
coal_biomass,subcritical,53,800,680.5,44.18,3579430.00,544.4,16
coal_biomass,subcritical,53,900,765.5,43.07,4026530.00,612.4,16
coal_biomass,subcritical,53,1000,850.6,42.13,4474156.00,680.48,16
coal_biomass,subcritical,53,1100,935.6,41.31,4921256.00,748.48,16
coal_biomass,subcritical,53,1200,1021,40.59,5370460.00,816.8,16
coal_biomass,subcritical,53,1300,1106,39.94,5817560.00,884.8,16
coal_biomass,subcritical,53,1400,1191,39.42,6264660.00,952.8,16
coal_biomass,subcritical,53,1500,1276,39.03,6711760.00,1020.8,16
coal_biomass,subcritical,53,1600,1361,38.69,7158860.00,1088.8,16
coal_biomass,subcritical,53,1700,1446,38.38,7605960.00,1156.8,16
coal_biomass,subcritical,53,1800,1531,38.11,8053060.00,1224.8,16
coal_biomass,subcritical,53,1900,1616,37.86,8500160.00,1292.8,16
coal_biomass,subcritical,53,2000,1701,37.63,8947260.00,1360.8,16
coal_biomass,subcritical,53,2100,1786,37.42,9394360.00,1428.8,16
coal_biomass,subcritical,53,2200,1871,37.23,9841460.00,1496.8,16
coal_biomass,subcritical,53,2300,1956,37.04,10288560.00,1564.8,16
coal_biomass,subcritical,53,2400,2041,36.87,10735660.00,1632.8,16
coal_biomass,subcritical,53,2500,2126,36.71,11182760.00,1700.8,16
coal_biomass,subcritical,57,100,85.12,85.15,447731.20,68.096,17
coal_biomass,subcritical,57,200,170.2,63.96,895252.00,136.16,17
coal_biomass,subcritical,57,300,255.2,55.83,1342352.00,204.16,17
coal_biomass,subcritical,57,400,340.3,51.32,1789978.00,272.24,17
coal_biomass,subcritical,57,500,425.3,48.36,2237078.00,340.24,17
coal_biomass,subcritical,57,600,510.4,46.23,2684704.00,408.32,17
coal_biomass,subcritical,57,700,595.4,44.6,3131804.00,476.32,17
coal_biomass,subcritical,57,800,680.5,43.29,3579430.00,544.4,17
coal_biomass,subcritical,57,900,765.5,42.21,4026530.00,612.4,17
coal_biomass,subcritical,57,1000,850.6,41.29,4474156.00,680.48,17
coal_biomass,subcritical,57,1100,935.6,40.49,4921256.00,748.48,17
coal_biomass,subcritical,57,1200,1021,39.78,5370460.00,816.8,17
coal_biomass,subcritical,57,1300,1106,39.14,5817560.00,884.8,17
coal_biomass,subcritical,57,1400,1191,38.63,6264660.00,952.8,17
coal_biomass,subcritical,57,1500,1276,38.25,6711760.00,1020.8,17
coal_biomass,subcritical,57,1600,1361,37.91,7158860.00,1088.8,17
coal_biomass,subcritical,57,1700,1446,37.62,7605960.00,1156.8,17
coal_biomass,subcritical,57,1800,1531,37.35,8053060.00,1224.8,17
coal_biomass,subcritical,57,1900,1616,37.1,8500160.00,1292.8,17
coal_biomass,subcritical,57,2000,1701,36.88,8947260.00,1360.8,17
coal_biomass,subcritical,57,2100,1786,36.67,9394360.00,1428.8,17
coal_biomass,subcritical,57,2200,1871,36.48,9841460.00,1496.8,17
coal_biomass,subcritical,57,2300,1956,36.3,10288560.00,1564.8,17
coal_biomass,subcritical,57,2400,2041,36.13,10735660.00,1632.8,17
coal_biomass,subcritical,57,2500,2126,35.96,11182760.00,1700.8,17
coal_biomass,subcritical,60,100,85.12,84.06,447731.20,68.096,18
coal_biomass,subcritical,60,200,170.2,63.05,895252.00,136.16,18
coal_biomass,subcritical,60,300,255.2,55,1342352.00,204.16,18
coal_biomass,subcritical,60,400,340.3,50.54,1789978.00,272.24,18
coal_biomass,subcritical,60,500,425.3,47.62,2237078.00,340.24,18
coal_biomass,subcritical,60,600,510.4,45.52,2684704.00,408.32,18
coal_biomass,subcritical,60,700,595.4,43.91,3131804.00,476.32,18
coal_biomass,subcritical,60,800,680.5,42.63,3579430.00,544.4,18
coal_biomass,subcritical,60,900,765.5,41.56,4026530.00,612.4,18
coal_biomass,subcritical,60,1000,850.6,40.65,4474156.00,680.48,18
coal_biomass,subcritical,60,1100,935.6,39.86,4921256.00,748.48,18
coal_biomass,subcritical,60,1200,1021,39.17,5370460.00,816.8,18
coal_biomass,subcritical,60,1300,1106,38.54,5817560.00,884.8,18
coal_biomass,subcritical,60,1400,1191,38.04,6264660.00,952.8,18
coal_biomass,subcritical,60,1500,1276,37.66,6711760.00,1020.8,18
coal_biomass,subcritical,60,1600,1361,37.33,7158860.00,1088.8,18
coal_biomass,subcritical,60,1700,1446,37.04,7605960.00,1156.8,18
coal_biomass,subcritical,60,1800,1531,36.77,8053060.00,1224.8,18
coal_biomass,subcritical,60,1900,1616,36.53,8500160.00,1292.8,18
coal_biomass,subcritical,60,2000,1701,36.31,8947260.00,1360.8,18
coal_biomass,subcritical,60,2100,1786,36.11,9394360.00,1428.8,18
coal_biomass,subcritical,60,2200,1871,35.92,9841460.00,1496.8,18
coal_biomass,subcritical,60,2300,1956,35.74,10288560.00,1564.8,18
coal_biomass,subcritical,60,2400,2041,35.57,10735660.00,1632.8,18
coal_biomass,subcritical,60,2500,2126,35.41,11182760.00,1700.8,18
coal_biomass,subcritical,63,100,85.12,82.98,447731.20,68.096,19
coal_biomass,subcritical,63,200,170.2,62.13,895252.00,136.16,19
coal_biomass,subcritical,63,300,255.2,54.17,1342352.00,204.16,19
coal_biomass,subcritical,63,400,340.3,49.76,1789978.00,272.24,19
coal_biomass,subcritical,63,500,425.3,46.88,2237078.00,340.24,19
coal_biomass,subcritical,63,600,510.4,44.81,2684704.00,408.32,19
coal_biomass,subcritical,63,700,595.4,43.23,3131804.00,476.32,19
coal_biomass,subcritical,63,800,680.5,41.96,3579430.00,544.4,19
coal_biomass,subcritical,63,900,765.5,40.91,4026530.00,612.4,19
coal_biomass,subcritical,63,1000,850.6,40.02,4474156.00,680.48,19
coal_biomass,subcritical,63,1100,935.6,39.24,4921256.00,748.48,19
coal_biomass,subcritical,63,1200,1021,38.56,5370460.00,816.8,19
coal_biomass,subcritical,63,1300,1106,37.94,5817560.00,884.8,19
coal_biomass,subcritical,63,1400,1191,37.44,6264660.00,952.8,19
coal_biomass,subcritical,63,1500,1276,37.08,6711760.00,1020.8,19
coal_biomass,subcritical,63,1600,1361,36.75,7158860.00,1088.8,19
coal_biomass,subcritical,63,1700,1446,36.46,7605960.00,1156.8,19
coal_biomass,subcritical,63,1800,1531,36.2,8053060.00,1224.8,19
coal_biomass,subcritical,63,1900,1616,35.97,8500160.00,1292.8,19
coal_biomass,subcritical,63,2000,1701,35.75,8947260.00,1360.8,19
coal_biomass,subcritical,63,2100,1786,35.55,9394360.00,1428.8,19
coal_biomass,subcritical,63,2200,1871,35.36,9841460.00,1496.8,19
coal_biomass,subcritical,63,2300,1956,35.18,10288560.00,1564.8,19
coal_biomass,subcritical,63,2400,2041,35.01,10735660.00,1632.8,19
coal_biomass,subcritical,63,2500,2126,34.85,11182760.00,1700.8,19
coal_biomass,subcritical,67,100,85.12,81.54,447731.20,68.096,20
coal_biomass,subcritical,67,200,170.2,60.91,895252.00,136.16,20
coal_biomass,subcritical,67,300,255.2,53.07,1342352.00,204.16,20
coal_biomass,subcritical,67,400,340.3,48.73,1789978.00,272.24,20
coal_biomass,subcritical,67,500,425.3,45.9,2237078.00,340.24,20
coal_biomass,subcritical,67,600,510.4,43.87,2684704.00,408.32,20
coal_biomass,subcritical,67,700,595.4,42.32,3131804.00,476.32,20
coal_biomass,subcritical,67,800,680.5,41.08,3579430.00,544.4,20
coal_biomass,subcritical,67,900,765.5,40.05,4026530.00,612.4,20
coal_biomass,subcritical,67,1000,850.6,39.17,4474156.00,680.48,20
coal_biomass,subcritical,67,1100,935.6,38.41,4921256.00,748.48,20
coal_biomass,subcritical,67,1200,1021,37.74,5370460.00,816.8,20
coal_biomass,subcritical,67,1300,1106,37.13,5817560.00,884.8,20
coal_biomass,subcritical,67,1400,1191,36.65,6264660.00,952.8,20
coal_biomass,subcritical,67,1500,1276,36.29,6711760.00,1020.8,20
coal_biomass,subcritical,67,1600,1361,35.98,7158860.00,1088.8,20
coal_biomass,subcritical,67,1700,1446,35.69,7605960.00,1156.8,20
coal_biomass,subcritical,67,1800,1531,35.44,8053060.00,1224.8,20
coal_biomass,subcritical,67,1900,1616,35.21,8500160.00,1292.8,20
coal_biomass,subcritical,67,2000,1701,34.99,8947260.00,1360.8,20
coal_biomass,subcritical,67,2100,1786,34.8,9394360.00,1428.8,20
coal_biomass,subcritical,67,2200,1871,34.61,9841460.00,1496.8,20
coal_biomass,subcritical,67,2300,1956,34.44,10288560.00,1564.8,20
coal_biomass,subcritical,67,2400,2041,34.27,10735660.00,1632.8,20
coal_biomass,subcritical,67,2500,2126,34.11,11182760.00,1700.8,20
coal_biomass,subcritical,70,100,85.12,80.45,447731.20,68.096,21
coal_biomass,subcritical,70,200,170.2,60,895252.00,136.16,21
coal_biomass,subcritical,70,300,255.2,52.23,1342352.00,204.16,21
coal_biomass,subcritical,70,400,340.3,47.95,1789978.00,272.24,21
coal_biomass,subcritical,70,500,425.3,45.16,2237078.00,340.24,21
coal_biomass,subcritical,70,600,510.4,43.16,2684704.00,408.32,21
coal_biomass,subcritical,70,700,595.4,41.63,3131804.00,476.32,21
coal_biomass,subcritical,70,800,680.5,40.41,3579430.00,544.4,21
coal_biomass,subcritical,70,900,765.5,39.4,4026530.00,612.4,21
coal_biomass,subcritical,70,1000,850.6,38.54,4474156.00,680.48,21
coal_biomass,subcritical,70,1100,935.6,37.79,4921256.00,748.48,21
coal_biomass,subcritical,70,1200,1021,37.13,5370460.00,816.8,21
coal_biomass,subcritical,70,1300,1106,36.53,5817560.00,884.8,21
coal_biomass,subcritical,70,1400,1191,36.06,6264660.00,952.8,21
coal_biomass,subcritical,70,1500,1276,35.71,6711760.00,1020.8,21
coal_biomass,subcritical,70,1600,1361,35.4,7158860.00,1088.8,21
coal_biomass,subcritical,70,1700,1446,35.12,7605960.00,1156.8,21
coal_biomass,subcritical,70,1800,1531,34.87,8053060.00,1224.8,21
coal_biomass,subcritical,70,1900,1616,34.64,8500160.00,1292.8,21
coal_biomass,subcritical,70,2000,1701,34.43,8947260.00,1360.8,21
coal_biomass,subcritical,70,2100,1786,34.23,9394360.00,1428.8,21
coal_biomass,subcritical,70,2200,1871,34.05,9841460.00,1496.8,21
coal_biomass,subcritical,70,2300,1956,33.88,10288560.00,1564.8,21
coal_biomass,subcritical,70,2400,2041,33.71,10735660.00,1632.8,21
coal_biomass,subcritical,70,2500,2126,33.55,11182760.00,1700.8,21
coal_biomass,subcritical,73,100,85.12,79.37,447731.20,68.096,22
coal_biomass,subcritical,73,200,170.2,59.08,895252.00,136.16,22
coal_biomass,subcritical,73,300,255.2,51.4,1342352.00,204.16,22
coal_biomass,subcritical,73,400,340.3,47.18,1789978.00,272.24,22
coal_biomass,subcritical,73,500,425.3,44.43,2237078.00,340.24,22
coal_biomass,subcritical,73,600,510.4,42.45,2684704.00,408.32,22
coal_biomass,subcritical,73,700,595.4,40.95,3131804.00,476.32,22
coal_biomass,subcritical,73,800,680.5,39.75,3579430.00,544.4,22
coal_biomass,subcritical,73,900,765.5,38.75,4026530.00,612.4,22
coal_biomass,subcritical,73,1000,850.6,37.91,4474156.00,680.48,22
coal_biomass,subcritical,73,1100,935.6,37.17,4921256.00,748.48,22
coal_biomass,subcritical,73,1200,1021,36.52,5370460.00,816.8,22
coal_biomass,subcritical,73,1300,1106,35.93,5817560.00,884.8,22
coal_biomass,subcritical,73,1400,1191,35.46,6264660.00,952.8,22
coal_biomass,subcritical,73,1500,1276,35.12,6711760.00,1020.8,22
coal_biomass,subcritical,73,1600,1361,34.81,7158860.00,1088.8,22
coal_biomass,subcritical,73,1700,1446,34.54,7605960.00,1156.8,22
coal_biomass,subcritical,73,1800,1531,34.3,8053060.00,1224.8,22
coal_biomass,subcritical,73,1900,1616,34.07,8500160.00,1292.8,22
coal_biomass,subcritical,73,2000,1701,33.86,8947260.00,1360.8,22
coal_biomass,subcritical,73,2100,1786,33.67,9394360.00,1428.8,22
coal_biomass,subcritical,73,2200,1871,33.49,9841460.00,1496.8,22
coal_biomass,subcritical,73,2300,1956,33.32,10288560.00,1564.8,22
coal_biomass,subcritical,73,2400,2041,33.15,10735660.00,1632.8,22
coal_biomass,subcritical,73,2500,2126,32.99,11182760.00,1700.8,22
coal_biomass,subcritical,77,100,85.12,77.92,447731.20,68.096,23
coal_biomass,subcritical,77,200,170.2,57.86,895252.00,136.16,23
coal_biomass,subcritical,77,300,255.2,50.3,1342352.00,204.16,23
coal_biomass,subcritical,77,400,340.3,46.14,1789978.00,272.24,23
coal_biomass,subcritical,77,500,425.3,43.44,2237078.00,340.24,23
coal_biomass,subcritical,77,600,510.4,41.51,2684704.00,408.32,23
coal_biomass,subcritical,77,700,595.4,40.04,3131804.00,476.32,23
coal_biomass,subcritical,77,800,680.5,38.86,3579430.00,544.4,23
coal_biomass,subcritical,77,900,765.5,37.89,4026530.00,612.4,23
coal_biomass,subcritical,77,1000,850.6,37.06,4474156.00,680.48,23
coal_biomass,subcritical,77,1100,935.6,36.34,4921256.00,748.48,23
coal_biomass,subcritical,77,1200,1021,35.7,5370460.00,816.8,23
coal_biomass,subcritical,77,1300,1106,35.13,5817560.00,884.8,23
coal_biomass,subcritical,77,1400,1191,34.67,6264660.00,952.8,23
coal_biomass,subcritical,77,1500,1276,34.34,6711760.00,1020.8,23
coal_biomass,subcritical,77,1600,1361,34.04,7158860.00,1088.8,23
coal_biomass,subcritical,77,1700,1446,33.77,7605960.00,1156.8,23
coal_biomass,subcritical,77,1800,1531,33.53,8053060.00,1224.8,23
coal_biomass,subcritical,77,1900,1616,33.31,8500160.00,1292.8,23
coal_biomass,subcritical,77,2000,1701,33.11,8947260.00,1360.8,23
coal_biomass,subcritical,77,2100,1786,32.92,9394360.00,1428.8,23
coal_biomass,subcritical,77,2200,1871,32.74,9841460.00,1496.8,23
coal_biomass,subcritical,77,2300,1956,32.57,10288560.00,1564.8,23
coal_biomass,subcritical,77,2400,2041,32.41,10735660.00,1632.8,23
coal_biomass,subcritical,77,2500,2126,32.25,11182760.00,1700.8,23
coal_biomass,subcritical,80,100,85.12,76.84,447731.20,68.096,24
coal_biomass,subcritical,80,200,170.2,56.95,895252.00,136.16,24
coal_biomass,subcritical,80,300,255.2,49.47,1342352.00,204.16,24
coal_biomass,subcritical,80,400,340.3,45.36,1789978.00,272.24,24
coal_biomass,subcritical,80,500,425.3,42.7,2237078.00,340.24,24
coal_biomass,subcritical,80,600,510.4,40.8,2684704.00,408.32,24
coal_biomass,subcritical,80,700,595.4,39.36,3131804.00,476.32,24
coal_biomass,subcritical,80,800,680.5,38.2,3579430.00,544.4,24
coal_biomass,subcritical,80,900,765.5,37.24,4026530.00,612.4,24
coal_biomass,subcritical,80,1000,850.6,36.43,4474156.00,680.48,24
coal_biomass,subcritical,80,1100,935.6,35.72,4921256.00,748.48,24
coal_biomass,subcritical,80,1200,1021,35.09,5370460.00,816.8,24
coal_biomass,subcritical,80,1300,1106,34.53,5817560.00,884.8,24
coal_biomass,subcritical,80,1400,1191,34.08,6264660.00,952.8,24
coal_biomass,subcritical,80,1500,1276,33.75,6711760.00,1020.8,24
coal_biomass,subcritical,80,1600,1361,33.46,7158860.00,1088.8,24
coal_biomass,subcritical,80,1700,1446,33.2,7605960.00,1156.8,24
coal_biomass,subcritical,80,1800,1531,32.96,8053060.00,1224.8,24
coal_biomass,subcritical,80,1900,1616,32.75,8500160.00,1292.8,24
coal_biomass,subcritical,80,2000,1701,32.55,8947260.00,1360.8,24
coal_biomass,subcritical,80,2100,1786,32.36,9394360.00,1428.8,24
coal_biomass,subcritical,80,2200,1871,32.18,9841460.00,1496.8,24
coal_biomass,subcritical,80,2300,1956,32.01,10288560.00,1564.8,24
coal_biomass,subcritical,80,2400,2041,31.85,10735660.00,1632.8,24
coal_biomass,subcritical,80,2500,2126,31.69,11182760.00,1700.8,24
coal_biomass,subcritical,83,100,85.12,75.76,447731.20,68.096,25
coal_biomass,subcritical,83,200,170.2,56.04,895252.00,136.16,25
coal_biomass,subcritical,83,300,255.2,48.64,1342352.00,204.16,25
coal_biomass,subcritical,83,400,340.3,44.59,1789978.00,272.24,25
coal_biomass,subcritical,83,500,425.3,41.97,2237078.00,340.24,25
coal_biomass,subcritical,83,600,510.4,40.1,2684704.00,408.32,25
coal_biomass,subcritical,83,700,595.4,38.67,3131804.00,476.32,25
coal_biomass,subcritical,83,800,680.5,37.53,3579430.00,544.4,25
coal_biomass,subcritical,83,900,765.5,36.6,4026530.00,612.4,25
coal_biomass,subcritical,83,1000,850.6,35.8,4474156.00,680.48,25
coal_biomass,subcritical,83,1100,935.6,35.1,4921256.00,748.48,25
coal_biomass,subcritical,83,1200,1021,34.48,5370460.00,816.8,25
coal_biomass,subcritical,83,1300,1106,33.92,5817560.00,884.8,25
coal_biomass,subcritical,83,1400,1191,33.48,6264660.00,952.8,25
coal_biomass,subcritical,83,1500,1276,33.16,6711760.00,1020.8,25
coal_biomass,subcritical,83,1600,1361,32.88,7158860.00,1088.8,25
coal_biomass,subcritical,83,1700,1446,32.62,7605960.00,1156.8,25
coal_biomass,subcritical,83,1800,1531,32.39,8053060.00,1224.8,25
coal_biomass,subcritical,83,1900,1616,32.18,8500160.00,1292.8,25
coal_biomass,subcritical,83,2000,1701,31.98,8947260.00,1360.8,25
coal_biomass,subcritical,83,2100,1786,31.8,9394360.00,1428.8,25
coal_biomass,subcritical,83,2200,1871,31.62,9841460.00,1496.8,25
coal_biomass,subcritical,83,2300,1956,31.45,10288560.00,1564.8,25
coal_biomass,subcritical,83,2400,2041,31.29,10735660.00,1632.8,25
coal_biomass,subcritical,83,2500,2126,31.13,11182760.00,1700.8,25
coal_biomass,subcritical,87,100,85.12,74.31,447731.20,68.096,26
coal_biomass,subcritical,87,200,170.2,54.82,895252.00,136.16,26
coal_biomass,subcritical,87,300,255.2,47.53,1342352.00,204.16,26
coal_biomass,subcritical,87,400,340.3,43.55,1789978.00,272.24,26
coal_biomass,subcritical,87,500,425.3,40.98,2237078.00,340.24,26
coal_biomass,subcritical,87,600,510.4,39.15,2684704.00,408.32,26
coal_biomass,subcritical,87,700,595.4,37.76,3131804.00,476.32,26
coal_biomass,subcritical,87,800,680.5,36.65,3579430.00,544.4,26
coal_biomass,subcritical,87,900,765.5,35.73,4026530.00,612.4,26
coal_biomass,subcritical,87,1000,850.6,34.95,4474156.00,680.48,26
coal_biomass,subcritical,87,1100,935.6,34.27,4921256.00,748.48,26
coal_biomass,subcritical,87,1200,1021,33.67,5370460.00,816.8,26
coal_biomass,subcritical,87,1300,1106,33.12,5817560.00,884.8,26
coal_biomass,subcritical,87,1400,1191,32.69,6264660.00,952.8,26
coal_biomass,subcritical,87,1500,1276,32.38,6711760.00,1020.8,26
coal_biomass,subcritical,87,1600,1361,32.1,7158860.00,1088.8,26
coal_biomass,subcritical,87,1700,1446,31.85,7605960.00,1156.8,26
coal_biomass,subcritical,87,1800,1531,31.63,8053060.00,1224.8,26
coal_biomass,subcritical,87,1900,1616,31.42,8500160.00,1292.8,26
coal_biomass,subcritical,87,2000,1701,31.23,8947260.00,1360.8,26
coal_biomass,subcritical,87,2100,1786,31.05,9394360.00,1428.8,26
coal_biomass,subcritical,87,2200,1871,30.87,9841460.00,1496.8,26
coal_biomass,subcritical,87,2300,1956,30.71,10288560.00,1564.8,26
coal_biomass,subcritical,87,2400,2041,30.55,10735660.00,1632.8,26
coal_biomass,subcritical,87,2500,2126,30.39,11182760.00,1700.8,26
coal_biomass,subcritical,90,100,85.12,73.23,447731.20,68.096,27
coal_biomass,subcritical,90,200,170.2,53.9,895252.00,136.16,27
coal_biomass,subcritical,90,300,255.2,46.7,1342352.00,204.16,27
coal_biomass,subcritical,90,400,340.3,42.78,1789978.00,272.24,27
coal_biomass,subcritical,90,500,425.3,40.25,2237078.00,340.24,27
coal_biomass,subcritical,90,600,510.4,38.44,2684704.00,408.32,27
coal_biomass,subcritical,90,700,595.4,37.08,3131804.00,476.32,27
coal_biomass,subcritical,90,800,680.5,35.99,3579430.00,544.4,27
coal_biomass,subcritical,90,900,765.5,35.08,4026530.00,612.4,27
coal_biomass,subcritical,90,1000,850.6,34.32,4474156.00,680.48,27
coal_biomass,subcritical,90,1100,935.6,33.65,4921256.00,748.48,27
coal_biomass,subcritical,90,1200,1021,33.06,5370460.00,816.8,27
coal_biomass,subcritical,90,1300,1106,32.52,5817560.00,884.8,27
coal_biomass,subcritical,90,1400,1191,32.1,6264660.00,952.8,27
coal_biomass,subcritical,90,1500,1276,31.79,6711760.00,1020.8,27
coal_biomass,subcritical,90,1600,1361,31.52,7158860.00,1088.8,27
coal_biomass,subcritical,90,1700,1446,31.28,7605960.00,1156.8,27
coal_biomass,subcritical,90,1800,1531,31.06,8053060.00,1224.8,27
coal_biomass,subcritical,90,1900,1616,30.85,8500160.00,1292.8,27
coal_biomass,subcritical,90,2000,1701,30.66,8947260.00,1360.8,27
coal_biomass,subcritical,90,2100,1786,30.48,9394360.00,1428.8,27
coal_biomass,subcritical,90,2200,1871,30.31,9841460.00,1496.8,27
coal_biomass,subcritical,90,2300,1956,30.15,10288560.00,1564.8,27
coal_biomass,subcritical,90,2400,2041,29.99,10735660.00,1632.8,27
coal_biomass,subcritical,90,2500,2126,29.83,11182760.00,1700.8,27
coal_biomass,subcritical,93,100,85.12,72.14,447731.20,68.096,28
coal_biomass,subcritical,93,200,170.2,52.99,895252.00,136.16,28
coal_biomass,subcritical,93,300,255.2,45.87,1342352.00,204.16,28
coal_biomass,subcritical,93,400,340.3,42,1789978.00,272.24,28
coal_biomass,subcritical,93,500,425.3,39.51,2237078.00,340.24,28
coal_biomass,subcritical,93,600,510.4,37.74,2684704.00,408.32,28
coal_biomass,subcritical,93,700,595.4,36.39,3131804.00,476.32,28
coal_biomass,subcritical,93,800,680.5,35.32,3579430.00,544.4,28
coal_biomass,subcritical,93,900,765.5,34.44,4026530.00,612.4,28
coal_biomass,subcritical,93,1000,850.6,33.68,4474156.00,680.48,28
coal_biomass,subcritical,93,1100,935.6,33.03,4921256.00,748.48,28
coal_biomass,subcritical,93,1200,1021,32.45,5370460.00,816.8,28
coal_biomass,subcritical,93,1300,1106,31.92,5817560.00,884.8,28
coal_biomass,subcritical,93,1400,1191,31.5,6264660.00,952.8,28
coal_biomass,subcritical,93,1500,1276,31.2,6711760.00,1020.8,28
coal_biomass,subcritical,93,1600,1361,30.94,7158860.00,1088.8,28
coal_biomass,subcritical,93,1700,1446,30.7,7605960.00,1156.8,28
coal_biomass,subcritical,93,1800,1531,30.49,8053060.00,1224.8,28
coal_biomass,subcritical,93,1900,1616,30.29,8500160.00,1292.8,28
coal_biomass,subcritical,93,2000,1701,30.1,8947260.00,1360.8,28
coal_biomass,subcritical,93,2100,1786,29.92,9394360.00,1428.8,28
coal_biomass,subcritical,93,2200,1871,29.75,9841460.00,1496.8,28
coal_biomass,subcritical,93,2300,1956,29.59,10288560.00,1564.8,28
coal_biomass,subcritical,93,2400,2041,29.43,10735660.00,1632.8,28
coal_biomass,subcritical,93,2500,2126,29.28,11182760.00,1700.8,28
coal_biomass,subcritical,97,100,85.12,70.7,447731.20,68.096,29
coal_biomass,subcritical,97,200,170.2,51.77,895252.00,136.16,29
coal_biomass,subcritical,97,300,255.2,44.76,1342352.00,204.16,29
coal_biomass,subcritical,97,400,340.3,40.96,1789978.00,272.24,29
coal_biomass,subcritical,97,500,425.3,38.52,2237078.00,340.24,29
coal_biomass,subcritical,97,600,510.4,36.79,2684704.00,408.32,29
coal_biomass,subcritical,97,700,595.4,35.48,3131804.00,476.32,29
coal_biomass,subcritical,97,800,680.5,34.44,3579430.00,544.4,29
coal_biomass,subcritical,97,900,765.5,33.57,4026530.00,612.4,29
coal_biomass,subcritical,97,1000,850.6,32.84,4474156.00,680.48,29
coal_biomass,subcritical,97,1100,935.6,32.2,4921256.00,748.48,29
coal_biomass,subcritical,97,1200,1021,31.63,5370460.00,816.8,29
coal_biomass,subcritical,97,1300,1106,31.12,5817560.00,884.8,29
coal_biomass,subcritical,97,1400,1191,30.71,6264660.00,952.8,29
coal_biomass,subcritical,97,1500,1276,30.42,6711760.00,1020.8,29
coal_biomass,subcritical,97,1600,1361,30.16,7158860.00,1088.8,29
coal_biomass,subcritical,97,1700,1446,29.93,7605960.00,1156.8,29
coal_biomass,subcritical,97,1800,1531,29.72,8053060.00,1224.8,29
coal_biomass,subcritical,97,1900,1616,29.53,8500160.00,1292.8,29
coal_biomass,subcritical,97,2000,1701,29.35,8947260.00,1360.8,29
coal_biomass,subcritical,97,2100,1786,29.17,9394360.00,1428.8,29
coal_biomass,subcritical,97,2200,1871,29.01,9841460.00,1496.8,29
coal_biomass,subcritical,97,2300,1956,28.85,10288560.00,1564.8,29
coal_biomass,subcritical,97,2400,2041,28.69,10735660.00,1632.8,29
coal_biomass,subcritical,97,2500,2126,28.53,11182760.00,1700.8,29
coal_biomass,subcritical,100,100,85.12,69.62,447731.20,68.096,30
coal_biomass,subcritical,100,200,170.2,50.85,895252.00,136.16,30
coal_biomass,subcritical,100,300,255.2,43.93,1342352.00,204.16,30
coal_biomass,subcritical,100,400,340.3,40.19,1789978.00,272.24,30
coal_biomass,subcritical,100,500,425.3,37.79,2237078.00,340.24,30
coal_biomass,subcritical,100,600,510.4,36.09,2684704.00,408.32,30
coal_biomass,subcritical,100,700,595.4,34.8,3131804.00,476.32,30
coal_biomass,subcritical,100,800,680.5,33.77,3579430.00,544.4,30
coal_biomass,subcritical,100,900,765.5,32.93,4026530.00,612.4,30
coal_biomass,subcritical,100,1000,850.6,32.21,4474156.00,680.48,30
coal_biomass,subcritical,100,1100,935.6,31.58,4921256.00,748.48,30
coal_biomass,subcritical,100,1200,1021,31.02,5370460.00,816.8,30
coal_biomass,subcritical,100,1300,1106,30.51,5817560.00,884.8,30
coal_biomass,subcritical,100,1400,1191,30.12,6264660.00,952.8,30
coal_biomass,subcritical,100,1500,1276,29.83,6711760.00,1020.8,30
coal_biomass,subcritical,100,1600,1361,29.58,7158860.00,1088.8,30
coal_biomass,subcritical,100,1700,1446,29.36,7605960.00,1156.8,30
coal_biomass,subcritical,100,1800,1531,29.15,8053060.00,1224.8,30
coal_biomass,subcritical,100,1900,1616,28.96,8500160.00,1292.8,30
coal_biomass,subcritical,100,2000,1701,28.78,8947260.00,1360.8,30
coal_biomass,subcritical,100,2100,1786,28.61,9394360.00,1428.8,30
coal_biomass,subcritical,100,2200,1871,28.45,9841460.00,1496.8,30
coal_biomass,subcritical,100,2300,1956,28.29,10288560.00,1564.8,30
coal_biomass,subcritical,100,2400,2041,28.13,10735660.00,1632.8,30
coal_biomass,subcritical,100,2500,2126,27.97,11182760.00,1700.8,30
