item,itemLabel
http://www.wikidata.org/entity/Q96634457,Q96634457
http://www.wikidata.org/entity/Q96768038,Q96768038
http://www.wikidata.org/entity/Q96898884,Q96898884
http://www.wikidata.org/entity/Q96898939,Q96898939
http://www.wikidata.org/entity/Q96898943,Q96898943
http://www.wikidata.org/entity/Q96898947,Q96898947
http://www.wikidata.org/entity/Q96898950,Q96898950
http://www.wikidata.org/entity/Q96898955,Q96898955
http://www.wikidata.org/entity/Q96898958,Q96898958
http://www.wikidata.org/entity/Q96898963,Q96898963
http://www.wikidata.org/entity/Q96898967,Q96898967
http://www.wikidata.org/entity/Q96898972,Q96898972
http://www.wikidata.org/entity/Q58489932,cyanostar
http://www.wikidata.org/entity/Q59354200,silylone
http://www.wikidata.org/entity/Q59354219,phosphasilene
http://www.wikidata.org/entity/Q59378182,plumbylene
http://www.wikidata.org/entity/Q59397417,sucroglyceride
http://www.wikidata.org/entity/Q59557624,ammonium phosphates
http://www.wikidata.org/entity/Q59557836,magnesium phosphates
http://www.wikidata.org/entity/Q59562085,magnesium carbonates
http://www.wikidata.org/entity/Q59562205,sodium sulfates
http://www.wikidata.org/entity/Q59562238,potassium sulfates
http://www.wikidata.org/entity/Q59662497,ginsenoside
http://www.wikidata.org/entity/Q59690695,bafilomycin
http://www.wikidata.org/entity/Q59771128,micropeptide
http://www.wikidata.org/entity/Q59849010,cucurbituril
http://www.wikidata.org/entity/Q59954384,nonanone
http://www.wikidata.org/entity/Q60024598,tiacumicin
http://www.wikidata.org/entity/Q60037710,N-heterocyclic silylene
http://www.wikidata.org/entity/Q60464665,Methyl-MDA
http://www.wikidata.org/entity/Q60569871,methacrylate copolymer
http://www.wikidata.org/entity/Q60710915,Lewis acid
http://www.wikidata.org/entity/Q60723480,pyridopyrimidine
http://www.wikidata.org/entity/Q60756750,polythionates
http://www.wikidata.org/entity/Q60790469,trisilaallene
http://www.wikidata.org/entity/Q60790915,tellurophenes
http://www.wikidata.org/entity/Q60795745,transition metal imido complex
http://www.wikidata.org/entity/Q60869351,isodiazene
http://www.wikidata.org/entity/Q61687283,amyrins
http://www.wikidata.org/entity/Q61913379,justicidin
http://www.wikidata.org/entity/Q61939480,fullerene whiskers
http://www.wikidata.org/entity/Q61959095,jojoba wax esters
http://www.wikidata.org/entity/Q61959305,phakellistatin
http://www.wikidata.org/entity/Q61959342,piericidin
http://www.wikidata.org/entity/Q61978373,theasinensin
http://www.wikidata.org/entity/Q61978387,theonellamide
http://www.wikidata.org/entity/Q62000075,amurensin
http://www.wikidata.org/entity/Q62000535,cyphostemmin
http://www.wikidata.org/entity/Q62010324,ciguatoxins
http://www.wikidata.org/entity/Q62010421,penams
http://www.wikidata.org/entity/Q62016493,gnetucleistols
http://www.wikidata.org/entity/Q62027723,granatins
http://www.wikidata.org/entity/Q62076182,thunberginol
http://www.wikidata.org/entity/Q62858552,prodiginines
http://www.wikidata.org/entity/Q63434725,sterol lipids
http://www.wikidata.org/entity/Q63979265,macromolecular cages
http://www.wikidata.org/entity/Q64242317,fatty acyl carnitines
http://www.wikidata.org/entity/Q64797497,branched glycerol dialkyl glycerol tetraethers
http://www.wikidata.org/entity/Q65082027,Q65082027
http://www.wikidata.org/entity/Q65085081,conjugated linoleic acids
http://www.wikidata.org/entity/Q65659096,collagen hybridizing peptide
http://www.wikidata.org/entity/Q67087212,terphenylquinones
http://www.wikidata.org/entity/Q68541106,antimicrobial agent
http://www.wikidata.org/entity/Q69647353,maltene
http://www.wikidata.org/entity/Q69658174,inorganic carbodiimide
http://www.wikidata.org/entity/Q71288571,iron(3+) chelator
http://www.wikidata.org/entity/Q71659756,diatomic oxygen
http://www.wikidata.org/entity/Q72185287,flavonoid superclass
http://www.wikidata.org/entity/Q72296281,gentamycin
http://www.wikidata.org/entity/Q72844761,calcin
http://www.wikidata.org/entity/Q73260486,alarm pheromone
http://www.wikidata.org/entity/Q75011064,Sitosterols
http://www.wikidata.org/entity/Q76608011,Acridones
http://www.wikidata.org/entity/Q79003799,blood antigen
http://www.wikidata.org/entity/Q79004107,blood group antigen
http://www.wikidata.org/entity/Q79027128,human blood antigen
http://www.wikidata.org/entity/Q79027776,human blood group antigen
http://www.wikidata.org/entity/Q84570815,Q84570815
http://www.wikidata.org/entity/Q84737694,perfluorosulfonic acids
http://www.wikidata.org/entity/Q85210139,polyribonucleotide
http://www.wikidata.org/entity/Q87146871,unsaturated polyester
http://www.wikidata.org/entity/Q87557449,anti-infective agent
http://www.wikidata.org/entity/Q89414262,Q89414262
http://www.wikidata.org/entity/Q90799964,Q90799964
http://www.wikidata.org/entity/Q91435482,Q91435482
http://www.wikidata.org/entity/Q91776823,Q91776823
http://www.wikidata.org/entity/Q91777349,Q91777349
http://www.wikidata.org/entity/Q91777677,Q91777677
http://www.wikidata.org/entity/Q92312578,Q92312578
http://www.wikidata.org/entity/Q92424581,Q92424581
http://www.wikidata.org/entity/Q93861232,Isoquinoline alkaloids
http://www.wikidata.org/entity/Q93868954,Q93868954
http://www.wikidata.org/entity/Q93868960,Quinolizidine alkaloids
http://www.wikidata.org/entity/Q93868965,Q93868965
http://www.wikidata.org/entity/Q93947091,diatomic astatine
http://www.wikidata.org/entity/Q94234555,lipoxygenase inhibitor
http://www.wikidata.org/entity/Q94694977,Q94694977
http://www.wikidata.org/entity/Q94962610,Q94962610
http://www.wikidata.org/entity/Q94962616,Q94962616
http://www.wikidata.org/entity/Q94962622,Q94962622
http://www.wikidata.org/entity/Q94962636,Q94962636
http://www.wikidata.org/entity/Q94962650,Q94962650
http://www.wikidata.org/entity/Q94962666,Q94962666
http://www.wikidata.org/entity/Q94962681,Q94962681
http://www.wikidata.org/entity/Q94962697,Q94962697
http://www.wikidata.org/entity/Q94962713,Q94962713
http://www.wikidata.org/entity/Q94962729,Q94962729
http://www.wikidata.org/entity/Q94962746,Q94962746
http://www.wikidata.org/entity/Q94962761,Q94962761
http://www.wikidata.org/entity/Q94962774,Q94962774
http://www.wikidata.org/entity/Q94962789,Q94962789
http://www.wikidata.org/entity/Q94962804,Q94962804
